law,brevity,mean_repeats,dataset,condition,loglog_r2,loglog_r2_undefined_years,loglog_slope,loglog_slope_undefined_years,brevity_r2,brevity_r2_undefined_years,brevity_slope,brevity_slope_undefined_years,csn_alpha,csn_alpha_undefined_years,boundary_f1,boundary_f1_undefined_years
zipf,True,1.0,8,clean,0.9481715470182492,0,-0.9745191912742301,0,0.22010211786461464,0,-0.9312386393134288,0,2.0011755271851,0,0.8019684819982646,0
zipf,True,1.0,8,confuse_6.7,0.8640641516285162,0,-0.7008116172923841,0,0.11532846857639703,0,-0.8446877159839805,0,2.2983398261456225,0,0.7209010056669785,0
zipf,True,1.0,8,confuse_19.19,0.7738095644429823,0,-0.4951318461845449,0,0.11140303880702196,0,-1.156805771152679,0,2.5283489534871237,0,0.5901505524345421,0
zipf,True,1.0,8,oversplit_25,0.937225949794575,0,-0.8633873504050377,0,0.19070863581043387,0,-0.9099633155304369,0,2.0655603328908105,0,0.7771345988310043,0
zipf,True,1.0,8,undersplit_25,0.94131631406333,0,-0.9239009508521003,0,0.2070226015912759,0,-0.8841145968264584,0,2.050313101493699,0,0.7590744519684098,0
zipf,True,1.0,9,clean,0.9494136067765204,0,-0.9743756403252164,0,0.2165977460427351,0,-0.9253824920455973,0,2.0983636331860636,0,0.7911178278198732,0
zipf,True,1.0,9,confuse_6.7,0.8870600242099427,0,-0.7304560626071052,0,0.12886700485994057,0,-0.8447570716808781,0,2.2347237953680814,0,0.7082293128003108,0
zipf,True,1.0,9,confuse_19.19,0.7807482230218239,0,-0.4942222137990017,0,0.11268400657761281,0,-1.180083413250904,0,2.6444761424168535,0,0.5824369079896314,0
zipf,True,1.0,9,oversplit_25,0.9253802835250897,0,-0.8571327721187105,0,0.185822748277655,0,-0.9071728822764092,0,2.1152896587637082,0,0.7716871972089578,0
zipf,True,1.0,9,undersplit_25,0.9410370422322754,0,-0.9224053214633616,0,0.2200119443343825,0,-1.004885822633225,0,2.062042890108084,0,0.7537663524133495,0
zipf,True,1.0,10,clean,0.9455246857031337,0,-0.978754082739064,0,0.2135222583091647,0,-0.9153879635823281,0,2.0202999127639547,0,0.8051162190571617,0
zipf,True,1.0,10,confuse_6.7,0.8734823760916366,0,-0.7222940035283287,0,0.1270979436700896,0,-0.8526009024844413,0,2.2856875406867956,0,0.7181001216735394,0
zipf,True,1.0,10,confuse_19.19,0.7489056196867916,0,-0.4788477657912198,0,0.1085178557593164,0,-1.160700635246188,0,2.622690279067595,0,0.5968638499883299,0
zipf,True,1.0,10,oversplit_25,0.9261427483404767,0,-0.8582382365266444,0,0.19217549172628084,0,-0.9174058381860897,0,2.130324445932649,0,0.7737820829459716,0
zipf,True,1.0,10,undersplit_25,0.9460807291585954,0,-0.9336073785850618,0,0.21339675444314637,0,-0.9192939863660083,0,2.058791533126914,0,0.7668200242865814,0
zipf,True,1.0,11,clean,0.9473768668865143,0,-0.9649498294109546,0,0.1979051354204352,0,-0.8887644773485374,0,1.9849298336648074,0,0.7862781811992384,0
zipf,True,1.0,11,confuse_6.7,0.8740587759221767,0,-0.7133512464978452,0,0.11949792205719999,0,-0.8445064022632842,0,2.2417729960722577,0,0.7055705580819203,0
zipf,True,1.0,11,confuse_19.19,0.7677326730632998,0,-0.48785149123775023,0,0.11549702845213919,0,-1.1973663549177391,0,2.5861162095456542,0,0.5862602331768872,0
zipf,True,1.0,11,oversplit_25,0.9150897380314119,0,-0.8319463429011716,0,0.17757065353514223,0,-0.8964618493099636,0,2.1487838763388623,0,0.7723898560936809,0
zipf,True,1.0,11,undersplit_25,0.945212288398084,0,-0.9287220462482642,0,0.2116977766982197,0,-0.9198322076882474,0,2.019485749283918,0,0.7489433917913983,0
