regime,structure,undefined_policy,law,stickiness,dataset,threshold,n_themes,variants_per_theme,phrases_per_cycle,zipf_exponent,lognormal_sigma,geometric_tail,observed_mean_r2,observed_undefined_groups,observed_mean_slope,observed_mean_unit_types,boundary_f1,cuts_per_sequence,elements_total,n_groups,shuffle_mean,shuffle_sd,shuffle_z,shuffle_p,shuffle_undefined_rate,shuffle_dropped_replicates,rotate_mean,rotate_sd,rotate_z,rotate_p,rotate_undefined_rate,rotate_dropped_replicates,bigram_mean,bigram_sd,bigram_z,bigram_p,bigram_undefined_rate,bigram_dropped_replicates
whale,song,skip,zipf,0.0,0,0.5,8,3,40.0,1.2,1.0,0.05,0.9074933852973114,0,-1.2269627964178498,98.875,0.47655036791500655,194.3090909090909,45852,8,0.7308281639105094,0.009571537838268822,18.457349735427147,0.004975124378109453,0.0,0,0.9122631528281621,0.004038762900707615,-1.1809971637639303,0.8855721393034826,0.0,0,0.9123585274216117,0.005311287642555806,-0.9160004977548566,0.8308457711442786,0.0,0
whale,song,skip,zipf,0.0,1,0.5,8,3,40.0,1.2,1.0,0.05,0.9262901531782819,0,-1.220807237840193,115.875,0.45276034887190036,172.1818181818182,45807,8,0.7038977958498787,0.010192991599521993,21.818163505484737,0.004975124378109453,0.0,0,0.8961218700192617,0.006362292186576838,4.74173179639081,0.004975124378109453,0.0,0,0.913202603291426,0.005989153630670494,2.185208577691925,0.004975124378109453,0.0,0
whale,song,skip,zipf,0.0,2,0.5,8,3,40.0,1.2,1.0,0.05,0.9072674965730303,0,-1.1918420859249141,110.625,0.5107048122568751,182.25454545454545,45670,8,0.682348259115411,0.010153510641355536,22.151868984262144,0.004975124378109453,0.0,0,0.8929213674811699,0.005699642910526335,2.5170224375575128,0.009950248756218905,0.0,0,0.9223978927147126,0.004352207878322784,-3.476487466750587,1.0,0.0,0
whale,song,skip,zipf,0.0,3,0.5,8,3,40.0,1.2,1.0,0.05,0.9290349247307743,0,-1.1981891087336924,124.25,0.47973354484219743,183.01818181818183,46132,8,0.6995675731895517,0.010541170856052015,21.768677756463678,0.004975124378109453,0.0,0,0.8932756911765254,0.005378694013618286,6.648311553643007,0.004975124378109453,0.0,0,0.9162395611867606,0.004874988434075215,2.624696184831247,0.004975124378109453,0.0,0
whale,song,skip,zipf,0.0,4,0.5,8,3,40.0,1.2,1.0,0.05,0.9228951344850489,0,-1.2524689444853312,117.625,0.519247267405368,180.12727272727273,45746,8,0.7513104573879604,0.007464211304844157,22.98765001276594,0.004975124378109453,0.0,0,0.90337401672504,0.0063770402868826214,3.0611564114097276,0.004975124378109453,0.0,0,0.9025836151498603,0.008143791615201,2.49411088776825,0.004975124378109453,0.0,0
whale,song,skip,zipf,0.0,5,0.5,8,3,40.0,1.2,1.0,0.05,0.9227688667177962,0,-1.2847269181132046,105.5,0.3969195834368298,191.47272727272727,45645,8,0.7167210915796448,0.009197675122276538,22.40215841491388,0.004975124378109453,0.0,0,0.9039457925953278,0.005831177268895766,3.228005813315446,0.004975124378109453,0.0,0,0.9233498874006097,0.005375892792899798,-0.10807891920406183,0.5422885572139303,0.0,0
whale,song,skip,zipf,0.0,6,0.5,8,3,40.0,1.2,1.0,0.05,0.91242655505247,0,-1.1538452633497809,129.375,0.4114314926131139,174.38181818181818,45765,8,0.7328446698512238,0.008676801875056891,20.696782960722924,0.004975124378109453,0.0,0,0.8812556754063385,0.006154929589227897,5.064376317266959,0.004975124378109453,0.0,0,0.9129726152853013,0.007294743014873397,-0.07485667853109446,0.5572139303482587,0.0,0
whale,song,skip,zipf,0.0,7,0.5,8,3,40.0,1.2,1.0,0.05,0.9321487128126904,0,-1.2144216314629026,111.875,0.5364285335530306,161.8,45696,8,0.7148243296880995,0.009251397518582317,23.490978815695044,0.004975124378109453,0.0,0,0.9010365106576319,0.005064506513576513,6.143185337338488,0.004975124378109453,0.0,0,0.9042518366562097,0.00667331205044639,4.18036440460096,0.004975124378109453,0.0,0
whale,song,skip,zipf,0.0,8,0.5,8,3,40.0,1.2,1.0,0.05,0.928026680975657,0,-1.2221207794201603,105.125,0.4453092726446348,170.36363636363637,45815,8,0.6943731837340659,0.009839136825530191,23.74735725143252,0.004975124378109453,0.0,0,0.8889370037568561,0.007771053909616552,5.030164205967998,0.004975124378109453,0.0,0,0.9142267531182737,0.00516591919630919,2.671340246135223,0.004975124378109453,0.0,0
whale,song,skip,zipf,0.0,9,0.5,8,3,40.0,1.2,1.0,0.05,0.9307674523277075,0,-1.2126140219937431,119.5,0.4964808649727752,174.6,45563,8,0.7276799094924433,0.008641811128204632,23.500576421120694,0.004975124378109453,0.0,0,0.8950476227568012,0.005196476964037452,6.873855078759649,0.004975124378109453,0.0,0,0.9123364877026391,0.005112966771717313,3.6047495413074926,0.004975124378109453,0.0,0
