law,mean_repeats,dataset,year,source,n_types,loglog_r2,csn_xmin,csn_alpha,csn_tail,tail_fraction,gof_p,gof_failed,lr_R,lr_normalized_R,lr_p,lr_at_bound,lr_mu,lr_sigma,lr_gap,error
zipf,1.0,1,2013,true,90,0.9649026439875283,3,2.030086570368761,57,0.6333333333333333,0.82,0,-0.19938232766150277,-0.33744838328581594,0.7357789166369398,False,-10.778049645563833,3.4774152801411873,1.5204020087367098e-07,
zipf,1.0,1,2014,discovered,370,0.9569699737887102,4,2.1166161951512854,93,0.25135135135135134,0.99,0,-0.11108196209812471,-0.23295255211294047,0.8157982500956507,False,-27.543113425289707,5.060801770811079,4.662445218173161e-05,
zipf,1.0,1,2014,true,100,0.9435363405433924,10,2.025714789271458,31,0.31,0.79,0,-0.2282253012589055,-0.4330856056850671,0.6649525796331618,False,-2.115447445984665,2.414117587217832,1.4680296089863987e-08,
zipf,1.0,1,2015,discovered,554,0.9579657116138875,1,1.7629813341021174,554,1.0,0.01,0,0.9170122948376651,0.4087083782130495,0.6827536845756799,False,-68022.9669162901,268.77918635524355,7.781435306242201e-05,
zipf,1.0,1,2015,true,100,0.9854306680888417,17,2.0968016853461475,48,0.48,0.5,0,-0.12715337166040896,-0.33034035661498007,0.741142802646904,False,-6.452229643022089,3.1381692237664733,7.263544432589697e-06,
zipf,1.0,1,2016,discovered,398,0.9613586941358384,1,1.7982051343290586,398,1.0,0.05,0,-0.02657375058128686,-0.014031814495089823,0.9888045992359918,False,-382.40054158511816,19.71773342230641,0.0011744431067199912,
zipf,1.0,1,2016,true,99,0.9503962054923956,8,2.089008149913173,56,0.5656565656565656,0.87,0,-0.24323139286340467,-0.44145871147422105,0.6588809460552807,False,-5.333226441439827,2.837454024807532,3.263491521465767e-08,
zipf,1.0,1,2017,discovered,452,0.9610884490801931,1,1.8439439611994433,452,1.0,0.04,0,-1.0944699427560671,-0.5163550053506206,0.6056064853056454,False,-74.47219437620691,8.528436025426316,0.0023606692199109602,
zipf,1.0,1,2017,true,100,0.9507228993183241,6,2.037966577056747,78,0.78,0.86,0,-0.2449048700335721,-0.44285456116374206,0.6578709356199571,False,-10.064088121087407,3.542495368097793,5.450940534501569e-07,
zipf,1.0,2,2010,discovered,118,0.9141265549082418,1,2.106140531824526,118,1.0,0.22,0,0.6472245375222727,0.8962851346866127,0.37010049638427756,False,-496459.28701720224,597.5096498655292,0.00037687427811761154,
zipf,1.0,2,2010,true,67,0.9680038636891207,2,2.1222612226243855,36,0.5373134328358209,0.75,0,-0.07738065700817465,-0.17017289034528732,0.8648741711062904,False,-15.021775239323228,3.67262176483328,3.248374014219735e-09,
