law,mean_repeats,dataset,year,source,n_types,loglog_r2,csn_xmin,csn_alpha,csn_tail,tail_fraction,gof_p,gof_failed,lr_R,lr_normalized_R,lr_p,lr_at_bound,lr_mu,lr_sigma,lr_gap,error
zipf,5.0,4,2014,true,67,0.8857254219413064,9,2.1833766844837696,36,0.5373134328358209,0.79,0,-0.09653422366333153,-0.27157604495204113,0.7859480207549747,False,-7.4879570796439285,3.0342007560660424,1.7094475879275706e-07,
zipf,5.0,4,2015,discovered,359,0.9399773059399821,1,1.7305858938080056,359,1.0,0.01,0,2.044232259390059,1.1382685287554006,0.255008371066226,False,-136308.10854436245,389.72850950916495,0.000239477139984956,
zipf,5.0,4,2015,true,87,0.9010052925237654,13,1.9044623013743776,53,0.6091954022988506,0.26,0,-1.6916700342301505,-1.1242358495108564,0.2609129847523025,False,1.8705168592024268,1.6380368154557614,1.6505055100424215e-09,
zipf,5.0,4,2016,discovered,277,0.9381980328698861,1,1.7829260898486603,277,1.0,0.0,0,0.7338290504189704,0.46036453403363176,0.6452545869923529,False,-88.14584236115395,9.655985890771277,0.0026176563400213126,
zipf,5.0,4,2016,true,81,0.855437249831108,42,2.6110277080735087,14,0.1728395061728395,0.53,0,0.005826854444317853,0.5808169773552398,0.5613638116101196,False,-83188.98483012547,226.44373514649797,4.38160277553834e-05,
zipf,5.0,4,2017,discovered,247,0.9361152519197677,1,1.641218872998794,247,1.0,0.0,0,-5.725961599436005,-1.7181722652617735,0.08576519874605716,False,-3.789800107758083,2.7791022557191685,4.10420852858806e-09,
zipf,5.0,4,2017,true,77,0.8637484039281971,15,2.0989668312671497,30,0.38961038961038963,0.4,0,-0.136717617406779,-0.3192586459250157,0.7495303888189251,False,-3.241556519341728,2.6057070203248114,1.87343744073587e-07,
zipf,5.0,5,2010,discovered,68,0.9164878238209615,1,1.9461538152095046,68,1.0,0.02,0,-0.30693517208798804,-0.35019438964108596,0.7261928169396179,False,-11.900969371778272,3.3804434826594982,2.425224465696374e-10,
zipf,5.0,5,2010,true,31,0.836615142823953,9,2.9187982775910437,15,0.4838709677419355,0.86,0,0.010053582541527106,0.2860601029749864,0.7748320884224802,False,-51686.70622820821,161.2288960610292,5.670068276231177e-06,
zipf,5.0,5,2011,discovered,94,0.9507772006293849,3,2.363254790336602,34,0.3617021276595745,0.44,0,-0.3955559910771309,-0.5564846556458701,0.5778795812098019,False,-1.4303646620948367,1.5763251012701012,2.5863755581667647e-11,
zipf,5.0,5,2011,true,39,0.9249253711362331,4,1.8725735809733968,28,0.717948717948718,0.36,0,-1.096054862076929,-0.9680145336902233,0.33303711130315583,False,0.8134946012502546,1.584465572123856,3.6479264053923544e-11,
zipf,5.0,5,2012,discovered,174,0.918865012552639,4,2.3338398375555176,57,0.3275862068965517,0.27,0,-0.7880737810300467,-0.8062867898061304,0.4200775056834446,False,-0.7544228051808429,1.5341751368745848,1.0834355634870008e-10,
zipf,5.0,5,2012,true,62,0.864462717430996,5,2.1003202789586037,41,0.6612903225806451,0.55,0,-0.44969105276425014,-0.6098840127468163,0.5419386436459079,False,-1.7314952441990181,2.0503325000316117,2.1290702534315642e-10,
zipf,5.0,5,2013,discovered,131,0.9392413022231231,1,1.924733432992883,131,1.0,0.49,0,-0.01356128606133744,-0.013833014675032645,0.9889632031486223,False,-62.74633872385725,7.469480665113666,3.060483493300126e-05,
zipf,5.0,5,2013,true,55,0.8665229217332269,13,2.5252371473760835,18,0.32727272727272727,0.69,0,-0.3743376454615497,-0.5178823146604354,0.604540381938797,False,1.6505065777902017,1.1316453931530428,5.859135399077786e-11,
zipf,5.0,5,2014,discovered,189,0.9563245301254985,1,1.7114509492945622,189,1.0,0.04,0,-3.240917086323071,-1.389352566168841,0.16472556662553384,False,-5.754006944725932,2.9907244964919273,1.0953726814477704e-09,
zipf,5.0,5,2014,true,70,0.8992728773747101,6,1.8652179997674563,43,0.6142857142857143,0.57,0,-1.1495669734324245,-0.9604466011995781,0.3368304937885378,False,0.6125194036307612,1.835896298702912,7.548806024715304e-11,
zipf,5.0,5,2015,discovered,251,0.9256871136438966,26,2.441008081278083,28,0.11155378486055777,0.67,0,-0.5519296517439827,-0.7247856881608039,0.46858351716086244,False,2.263827871577698,1.216865760082843,4.2020076307380805e-10,
zipf,5.0,5,2015,true,81,0.865175249185269,21,2.2605554405121957,36,0.4444444444444444,0.96,0,-0.05339033108129865,-0.21539707363322652,0.8294577513656058,False,-9.137955058960355,3.2717909136503636,3.742267352890849e-06,
zipf,5.0,5,2016,discovered,233,0.9507425176477301,1,1.7396076593589207,233,1.0,0.02,0,-2.7033978516980444,-1.1569427728096098,0.24729574187828274,False,-7.991916549507909,3.3151544572049065,3.738580289791571e-08,
zipf,5.0,5,2016,true,76,0.8870148204100601,11,2.096352929900344,35,0.4605263157894737,0.77,0,-0.11275391125644507,-0.31317433390180693,0.7541482169074102,False,-6.178865803684789,3.0199458248234614,3.474355025900877e-09,
zipf,5.0,5,2017,discovered,281,0.9608153799463789,1,1.773549564105901,281,1.0,0.02,0,-0.3074681257162659,-0.17192341245526657,0.8634977401570123,False,-73.43550733425373,8.885623226168118,0.004751373939939185,
zipf,5.0,5,2017,true,86,0.9072100200097136,14,2.059825299281321,36,0.4186046511627907,0.48,0,-0.20224701077908724,-0.4193719299903861,0.6749443352483271,False,-2.7579285728636127,2.562261281047901,4.3795776605293213e-07,
zipf,5.0,6,2010,discovered,64,0.9095443600539911,1,1.8739712919894296,64,1.0,0.03,0,-2.192811109266196,-1.177698849590549,0.23891668570913904,False,-1.2521232396327566,1.6104342106067118,3.097966327914037e-11,
zipf,5.0,6,2010,true,27,0.8753604058222322,5,2.356792914802974,18,0.6666666666666666,0.77,0,-0.03405711303745562,-0.1898887258533568,0.8493963272021717,False,-11.803748058497193,3.203513964043957,1.9072103896178305e-09,
zipf,5.0,6,2011,discovered,96,0.9329378262425472,1,1.7860915046493895,96,1.0,0.04,0,-2.297960000702298,-1.2350844297580896,0.21679908353313715,False,-2.750332304220623,2.164502886542206,4.480710913412622e-09,
zipf,5.0,6,2011,true,38,0.854732015650871,11,2.5825913820378723,15,0.39473684210526316,0.84,0,0.009055444389036715,0.2130209575407478,0.8313106160741165,False,-49127.32052188974,173.79834170726073,4.020784035674296e-05,
zipf,5.0,6,2012,discovered,147,0.9490198088746322,1,1.6964443441236825,147,1.0,0.09,0,-0.3605967094371936,-0.23713522572554693,0.8125518854291545,False,-19.953095709080568,5.099054053007439,3.415880200918764e-07,
zipf,5.0,6,2012,true,59,0.8919597731111838,6,1.9064941081050901,32,0.5423728813559322,0.01,0,-3.0172752767742788,-1.5360922254272582,0.12451576280649904,False,2.310483334683548,1.0492803837433293,1.1297629498585593e-11,
zipf,5.0,6,2013,discovered,113,0.9449947607308278,1,1.7976373563803616,113,1.0,0.27,0,-2.5369070539542955,-1.3478724476784822,0.1776994112005229,False,-3.25470965606302,2.260555224565626,1.9608137336035725e-10,
zipf,5.0,6,2013,true,46,0.8882907077841049,7,2.247621861386848,25,0.5434782608695652,0.8,0,-0.07458848245402194,-0.22945993746089102,0.8185114552291408,False,-8.220505276028852,2.9916941112040973,4.526170016561082e-08,
zipf,5.0,6,2014,discovered,184,0.947177215375426,1,1.7052107127420018,184,1.0,0.08,0,-1.793306191618072,-0.8951915089441025,0.3706847229667638,False,-9.028466163502348,3.591606099169576,4.4616058403335046e-08,
zipf,5.0,6,2014,true,68,0.8892109550479192,7,1.8755168389694015,40,0.5882352941176471,0.39,0,-1.3407093865681476,-1.0598484772714345,0.2892135385024601,False,1.216996526645945,1.673385123478756,1.038785057971836e-09,
zipf,5.0,6,2015,discovered,321,0.9466533185601117,1,1.6675970837247764,321,1.0,0.03,0,-0.5713554251975843,-0.24321561917283963,0.8078383677406168,False,-20.949022496076456,5.344882522846679,9.197383405989967e-07,
zipf,5.0,6,2015,true,89,0.8574769525285839,17,2.2523703126376713,51,0.5730337078651685,0.59,0,-0.05143598704219521,-0.19550337395644135,0.8449988966094621,False,-14.670895382353846,3.864965124957056,9.229940957311555e-06,
zipf,5.0,6,2016,discovered,263,0.9440507972210996,1,1.6959235441672604,263,1.0,0.0,0,-4.230368642986495,-1.4560751284982298,0.1453718521796764,False,-5.6197744729841554,3.009899705879929,7.79891706770286e-09,
zipf,5.0,6,2016,true,82,0.9009206746721752,6,1.793772030856917,56,0.6829268292682927,0.67,0,-1.4830892626817649,-1.0712050177793486,0.2840772559243605,False,0.43310461599097033,2.0271066772412203,8.249685379269067e-10,
zipf,5.0,6,2017,discovered,259,0.9275780963457599,1,1.7722682490655697,259,1.0,0.02,0,-1.3132590930771908,-0.6255974499325857,0.5315790118244625,False,-11.32565138475089,3.7345405923563866,1.4915497104084352e-07,
zipf,5.0,6,2017,true,77,0.910514612949958,15,2.1407022114185494,32,0.4155844155844156,0.85,0,-0.13414535136878802,-0.3377403876354216,0.735558836363796,False,-3.4506728601562227,2.5830022529033667,8.57065174386662e-09,
zipf,5.0,7,2010,discovered,71,0.9289326851942464,4,2.5995666829390442,20,0.28169014084507044,0.5,0,-0.00372561239795699,-0.02463352915762095,0.9803472750079726,False,-34.63022835004818,4.642331987630605,8.291380986236163e-06,
zipf,5.0,7,2010,true,28,0.8137369586542482,5,2.2517641816621,21,0.75,0.25,0,-0.6195376303132232,-0.7142714281371063,0.47505935623640827,False,0.9363830187315141,1.2060146494791195,1.0459189070388675e-11,
zipf,5.0,7,2011,discovered,82,0.9419444538240076,1,1.7993548935643526,82,1.0,0.08,0,0.5922276452538169,0.7498228065913101,0.4533614309808901,False,-96109.15494234802,311.9641462733388,0.00014999227914813673,
zipf,5.0,7,2011,true,42,0.8618760981532503,6,2.088173908105966,26,0.6190476190476191,0.42,0,-0.9054195312232967,-0.8059656147795293,0.42026267583630816,False,1.2478294104724954,1.3195597420153835,6.214406766957836e-11,
zipf,5.0,7,2012,discovered,161,0.9211696618563014,1,1.8358053016918365,161,1.0,0.21,0,-2.6855005027897647,-1.3744966369584344,0.16928755360406356,False,-4.240570183764358,2.400394344717424,2.299998413946014e-09,
zipf,5.0,7,2012,true,55,0.891393571920294,13,2.498767905082098,21,0.38181818181818183,0.71,0,0.000370751104219913,0.00487261647068337,0.9961122299314937,False,-41.26613332752274,5.423976005749357,0.0004238052639493617,
zipf,5.0,7,2013,discovered,132,0.9427303809369422,1,1.8621073650367215,132,1.0,0.03,0,-1.043321803933562,-0.6593747402102642,0.5096551585883523,False,-11.225331937455795,3.478647761433768,1.5334933323174482e-09,
zipf,5.0,7,2013,true,53,0.9120499682557058,13,2.1657527257622182,12,0.22641509433962265,0.56,0,-0.1956075282828813,-0.42431338920595335,0.6713372758416768,False,0.9225101180894728,1.6109022675357132,9.199823125527473e-10,
zipf,5.0,7,2014,discovered,187,0.949290276270811,1,1.753418122634377,187,1.0,0.06,0,0.015140908385152585,0.010302196834799283,0.991780181605512,False,-45.708314934649856,7.174721935505289,6.86139194954194e-05,
zipf,5.0,7,2014,true,65,0.8577081282117102,13,2.3187918578828066,32,0.49230769230769234,0.81,0,-0.2213031167884143,-0.4618542928412818,0.64418581335082,False,-1.1767585410493324,1.9421284317431025,9.464940831094282e-09,
zipf,5.0,7,2015,discovered,329,0.9421879612808186,1,1.7717251100757474,329,1.0,0.01,0,2.6892624454021377,1.6207123713819032,0.10507933915837601,False,-350647.40666980325,607.2964766185955,0.0009307203872594982,
zipf,5.0,7,2015,true,87,0.8642536701873995,23,2.126612373145252,36,0.41379310344827586,0.58,0,-0.43623056291941564,-0.6112211522376987,0.5410531818824579,False,0.770261820347824,1.8504389398247487,1.001211558104842e-09,
zipf,5.0,7,2016,discovered,273,0.9226822182168266,1,1.663730243753553,273,1.0,0.0,0,-7.352023332338785,-2.098130432901937,0.035893624863832935,False,-2.8432023370469244,2.4779680787162204,4.4395846998668276e-09,
zipf,5.0,7,2016,true,83,0.8267453811803583,15,2.29119168745232,42,0.5060240963855421,0.21,0,-0.05996327315285788,-0.23355879389015494,0.8153275206953865,False,-10.279500786780396,3.3128188675185624,6.690162308586878e-07,
zipf,5.0,7,2017,discovered,302,0.9257622477312413,27,3.5490919424747758,12,0.039735099337748346,0.26,0,-0.017519080390918873,-0.13496863456648117,0.8926366733654041,False,-2.383805245052857,1.5761235532440159,9.976786685683692e-08,
zipf,5.0,7,2017,true,81,0.8676880414643627,20,2.285481397638117,33,0.4074074074074074,0.09,0,0.008090752728852735,0.2700173963705013,0.7871468701670049,False,-28665.661617517613,148.306505975273,9.707574463391211e-06,
zipf,5.0,8,2010,discovered,56,0.870391694890762,1,2.149958515409388,56,1.0,0.21,0,-0.15155347353089477,-0.2435841226137733,0.8075529262867738,False,-10.676022547894124,2.8804422898860613,2.1180255771469092e-08,
zipf,5.0,8,2010,true,28,0.9254808684332849,8,2.6911599499841126,12,0.42857142857142855,0.22,0,-0.18402363616923623,-0.34624234230878786,0.7291605958069001,False,0.8825075051642245,1.1136931032751263,8.387246452912223e-11,
zipf,5.0,8,2011,discovered,89,0.907333880003164,1,1.8764752856006677,89,1.0,0.05,0,0.8165864329157222,1.122956626024562,0.2614559161290674,False,-256572.40959122244,485.52274064053864,0.00020860967742919456,
zipf,5.0,8,2011,true,41,0.8434746704898666,3,1.7220785888332708,33,0.8048780487804879,0.0,0,-3.363803937150474,-1.4664995649661292,0.14251223962974618,False,1.7470279066427308,1.2630199802014466,2.9132252166164108e-12,
zipf,5.0,8,2012,discovered,156,0.9389567271665985,3,2.1340396954731764,61,0.391025641025641,0.48,0,-1.8422484987259335,-1.2452587525756562,0.21303665228972068,False,0.24134781642300746,1.333601780211712,1.716955466690706e-10,
zipf,5.0,8,2012,true,59,0.8564996761552901,6,2.1718461313829662,39,0.6610169491525424,0.93,0,-0.07087419584415855,-0.22355338778076667,0.8231048368282714,False,-14.423233481491362,3.807852183881546,1.1143072242703056e-08,
zipf,5.0,8,2013,discovered,141,0.925140539858614,1,2.0973481505397107,141,1.0,0.62,0,-0.2696574537451615,-0.3004481505637304,0.7638353402827651,False,-34.94642565407787,5.131077150732774,4.0101824936300545e-06,
zipf,5.0,8,2013,true,51,0.907362744182906,11,2.201501371809481,19,0.37254901960784315,0.7,0,-0.30744985083827103,-0.5332236116896336,0.5938787986334426,False,0.7825297927297545,1.5642383902712858,3.510081114654895e-12,
zipf,5.0,8,2014,discovered,200,0.9389638492899846,1,1.6955977325849754,200,1.0,0.04,0,-3.4019818668807886,-1.4162430559394414,0.15670435376121294,False,-5.330330351290097,2.9527796590062,3.236493739677826e-09,
zipf,5.0,8,2014,true,68,0.8794287412928208,8,1.957217846116238,37,0.5441176470588235,0.29,0,-1.304085343736375,-0.9326803653852681,0.3509850254983846,False,1.5147524568643354,1.4973160313513656,3.266677595092915e-09,
zipf,5.0,8,2015,discovered,349,0.93057194493359,9,2.266248283167885,67,0.19197707736389685,0.46,0,-0.41003032753110924,-0.6308416581292784,0.5281440620060622,False,-2.064691283011201,2.0807613309147373,7.46334194445808e-09,
zipf,5.0,8,2015,true,89,0.9311273562020291,22,2.1424462171310066,38,0.42696629213483145,0.5,0,-0.39490841664330034,-0.559066569038488,0.5761162894358827,False,0.3657001351689302,1.9178681335963448,7.836035820218967e-09,
zipf,5.0,8,2016,discovered,279,0.934138676979839,1,1.7574866476372972,279,1.0,0.02,0,0.4378097928194986,0.24977425788679095,0.8027619281144613,False,-36.84667707560562,6.458028107106758,7.371861556748627e-07,
zipf,5.0,8,2016,true,78,0.8452820749526505,19,2.278274631198072,31,0.3974358974358974,0.69,0,0.002624232927353365,0.038353581024688936,0.9694057707035426,False,-86.07217452954916,8.354582182841034,0.0010605418427189761,
zipf,5.0,8,2017,discovered,275,0.932468284149445,1,1.718920500966182,275,1.0,0.01,0,-2.249556894879012,-0.9700170501520274,0.3320379934586095,False,-9.979202611768343,3.698494036587022,5.93315689911833e-08,
zipf,5.0,8,2017,true,80,0.8563412948787064,16,2.1736275784737225,37,0.4625,0.17,0,-0.4811029252073409,-0.5784514488383139,0.5629593672727675,False,0.562168293543396,1.7545891287605349,4.169464773440268e-11,
zipf,5.0,9,2010,discovered,62,0.9391083283084523,1,1.887422249659967,62,1.0,0.42,0,0.3744596731793267,0.5846386360264066,0.5587907230991991,False,-275713.72848389135,499.73442048274217,0.00014381213441083673,
zipf,5.0,9,2010,true,30,0.8790986866735498,8,2.479947132754918,13,0.43333333333333335,0.21,0,-0.2589566781434305,-0.4736572924452583,0.6357443128700501,False,1.052320585754247,1.1789317026835149,2.9039881610515295e-11,
zipf,5.0,9,2011,discovered,123,0.9408355782065411,1,1.9488937411230656,123,1.0,0.03,0,-2.632801961408868,-1.3867150205826362,0.1655286785375899,False,-2.6696150016268994,1.8757906527201351,1.9412027540965937e-11,
zipf,5.0,9,2011,true,46,0.9184991364208084,3,1.803547873404135,35,0.7608695652173914,0.04,0,-2.275479924817778,-1.2511497042137156,0.210879864221879,False,1.1950424506561623,1.3947618737724419,3.608136012189789e-11,
zipf,5.0,9,2012,discovered,134,0.9661889162797721,2,1.9089026291640743,70,0.5223880597014925,0.65,0,-0.8753664690513676,-0.8026671438336829,0.4221671483597099,False,-3.7339554757821087,2.4561249368851796,1.5011778486950789e-09,
zipf,5.0,9,2012,true,57,0.8946180946403239,9,2.235736143197451,25,0.43859649122807015,0.61,0,-0.01052382141269037,-0.0478990615799223,0.9617966872847489,False,-11.137445849579944,3.4128143800606594,4.5843890461583214e-08,
zipf,5.0,9,2013,discovered,112,0.9456996197857054,4,2.0393655667542,45,0.4017857142857143,0.43,0,-0.49438053133921667,-0.624534222299342,0.5322768027097612,False,-1.8641749193074886,2.0928236053822094,8.276970220322255e-10,
zipf,5.0,9,2013,true,45,0.8978206549145783,15,2.493089780243691,13,0.28888888888888886,0.4,0,-0.2024851657484943,-0.43967206351058896,0.6601746389375441,False,1.3593589058263695,1.2764573413631255,3.8600234120167443e-10,
zipf,5.0,9,2014,discovered,214,0.9398311973415439,1,1.8783203659737115,214,1.0,0.03,0,-0.09182152793520881,-0.06951763738720496,0.9445775940107639,False,-58.18111419743374,7.404154394456894,0.00018975591103753686,
zipf,5.0,9,2014,true,67,0.8854245019988777,10,2.1894267626644126,33,0.4925373134328358,0.88,0,-0.02066548777641941,-0.13509422514236674,0.8925373759917952,False,-23.78413416582187,4.758519995860853,4.529471624437065e-06,
zipf,5.0,9,2015,discovered,290,0.9603064341647309,1,1.6440700979365839,290,1.0,0.11,0,-1.6022693857465153,-0.6651815780644005,0.5059343617764298,False,-17.147963130475688,4.991582516269918,5.766764843428973e-08,
zipf,5.0,9,2015,true,84,0.8960870588635191,20,2.1214444912298904,34,0.40476190476190477,0.79,0,-0.12779455502531212,-0.33175229357142144,0.7400763101449626,False,-3.8967218283641882,2.7385704096442405,1.1572257108127815e-07,
zipf,5.0,9,2016,discovered,271,0.9167903628904147,10,2.521403766360069,38,0.14022140221402213,0.51,0,-0.580512697872912,-0.6629191654431765,0.5073823263898343,False,0.8716579557956693,1.2717218053600903,2.759747985692229e-11,
zipf,5.0,9,2016,true,83,0.8498971324837493,9,2.0675762961800705,50,0.6024096385542169,0.18,0,-0.3164696213599294,-0.47982414090079734,0.6313524455701174,False,-3.067106906899273,2.5098907640266277,5.783365963907272e-08,
zipf,5.0,9,2017,discovered,260,0.9287385351823534,1,1.7013873444189924,260,1.0,0.04,0,-0.662712542553038,-0.3201817986343742,0.748830520098677,False,-15.504463760244022,4.538602150123309,5.172285000298871e-08,
zipf,5.0,9,2017,true,78,0.870822623441098,28,2.3729489683773135,20,0.2564102564102564,0.61,0,-0.059599647099150665,-0.24915587231552289,0.8032402119658979,False,-3.408463376764735,2.4144607185321134,1.804756664114393e-07,
zipf,5.0,10,2010,discovered,64,0.9232714296923792,1,2.078750562342641,64,1.0,0.71,0,-0.36295254209597605,-0.46323135228341644,0.6431985455610274,False,-10.21528567940716,2.9282946763474254,3.922693281310785e-09,
zipf,5.0,10,2010,true,33,0.9189523139895561,5,2.1818289805725666,16,0.48484848484848486,0.55,0,-0.2307930122330064,-0.41685267100671647,0.6767861737996358,False,-0.364583444350301,1.6435339056838631,1.1233680652367184e-11,
zipf,5.0,10,2011,discovered,121,0.8502869291379583,8,3.5036527744409764,24,0.19834710743801653,0.09,0,-2.2477529595547274,-1.3999638125398115,0.16152415525545016,False,2.285271699008845,0.36905000303453184,4.973799150320701e-14,
zipf,5.0,10,2011,true,46,0.8583650923937398,7,2.3212728594435807,26,0.5652173913043478,0.29,0,-0.07584988060666831,-0.3253906848591247,0.7448854046746949,False,-10.188804983014506,3.1335039258019397,3.394984560145531e-08,
zipf,5.0,10,2012,discovered,138,0.899858134035664,1,1.7442220373029365,138,1.0,0.0,0,-3.9021820909246543,-1.5996722148343054,0.10967131887778409,False,-2.1217828396510026,2.0893328803108986,1.9042545318370685e-11,
zipf,5.0,10,2012,true,53,0.8226417217232269,12,2.47178183310404,22,0.41509433962264153,0.86,0,-0.11468227410545362,-0.29506896531426147,0.7679411968736696,False,-1.541940891843086,1.8635833477475319,8.829346143102157e-10,
zipf,5.0,10,2013,discovered,118,0.9426941444124964,1,1.769299405190156,118,1.0,0.14,0,-3.388435338086677,-1.5769282843093282,0.11481202754994106,False,-2.4229013730769697,2.1146185630549397,1.4352963262354024e-11,
zipf,5.0,10,2013,true,47,0.8814360986180805,6,2.1173601020697497,34,0.723404255319149,0.39,0,-0.9332927964071107,-0.7306867584485914,0.4649705054313086,False,0.8647225286663374,1.41981480461924,3.410605131648481e-12,
zipf,5.0,10,2014,discovered,205,0.9367006797347063,1,1.8828520547967547,205,1.0,0.01,0,0.5369950361922777,0.46284964298169584,0.6434721448864018,False,-10097.45704977898,95.83300445693979,4.9318259698338807e-08,
zipf,5.0,10,2014,true,65,0.8588035808431288,16,2.3281549206823824,26,0.4,0.89,0,-0.10739370218947375,-0.3108304266003836,0.7559295375475015,False,-2.557224530399398,2.2252079656431545,3.6944037162811583e-07,
zipf,5.0,10,2015,discovered,328,0.9457766665444585,1,1.647536597984645,328,1.0,0.0,0,-4.440949185662291,-1.454423590773095,0.14582890342214505,False,-7.394327554281087,3.504640997314476,2.673914423212409e-09,
zipf,5.0,10,2015,true,88,0.8496211098616321,29,2.2947453442007273,30,0.3409090909090909,1.0,0,-0.00453181013286752,-0.04977064337885481,0.9603051608693582,False,-34.29632666470555,5.473313316787232,0.0003365672141910636,
zipf,5.0,10,2016,discovered,303,0.9417061212697748,1,1.8249605397316948,303,1.0,0.11,0,-0.7622621461557006,-0.41061702364068986,0.6813533789077242,False,-23.218820981378588,4.952688076382436,4.3264662963338196e-08,
zipf,5.0,10,2016,true,87,0.870222873883808,10,2.0002721327598803,52,0.5977011494252874,0.44,0,-0.5767006728345629,-0.6693871364578303,0.5032485551317557,False,-0.8705655043311364,2.184749298609025,3.493818212518818e-08,
zipf,5.0,10,2017,discovered,278,0.9411219010205701,1,1.7525644201043011,278,1.0,0.0,0,2.956698044058445,1.8927268129077637,0.058394208759369376,False,-338041.1213390396,604.6409204003389,0.0010408228499727556,
zipf,5.0,10,2017,true,83,0.8639967671924232,10,2.0287994979006134,54,0.6506024096385542,0.78,0,-0.29347652877953667,-0.49027144257211214,0.6239418321307316,False,-3.665627659663528,2.7016534720380996,2.0405875034157361e-07,
zipf,5.0,11,2010,discovered,52,0.8992205909763707,1,1.7695534292517678,52,1.0,0.21,0,-1.7948543312228544,-1.1487733952152401,0.2506494324600437,False,-1.459566207539357,1.848186657079461,1.2050804798491299e-11,
zipf,5.0,11,2010,true,25,0.867583291845967,10,2.810777135304746,10,0.4,0.81,0,-0.06580695813674886,-0.23597775582950356,0.8134499310644956,False,-0.3084222393035774,1.3837198355489233,1.4663044112239731e-09,
zipf,5.0,11,2011,discovered,116,0.9311270357976807,1,1.9089976152151031,116,1.0,0.19,0,-0.3201018456703868,-0.28435336142945117,0.7761395965324163,False,-16.302966053740974,3.9841434929182853,8.130825790431118e-09,
zipf,5.0,11,2011,true,46,0.8798615844174524,7,2.1959110504628683,23,0.5,0.7,0,-0.47506203750475295,-0.6623550106487166,0.5077437292733245,False,0.6700040554055536,1.4578594739224215,5.4086513046058826e-11,
zipf,5.0,11,2012,discovered,118,0.9584859859169034,1,1.735202898000755,118,1.0,0.06,0,-2.1186937478668817,-1.126180497868049,0.2600891265597314,False,-5.119779150784192,2.80150981196626,2.8992189982091077e-08,
zipf,5.0,11,2012,true,47,0.884711961606714,6,1.8758333170412862,29,0.6170212765957447,0.01,0,-1.498048001836564,-1.058198076775251,0.28996514790155625,False,1.7247200384230124,1.4024846660912904,1.050182163453428e-11,
zipf,5.0,11,2013,discovered,109,0.9377539870824785,1,1.835444586573058,109,1.0,0.12,0,-1.3445808444497418,-0.891056993886032,0.37289859510963597,False,-5.957253708278802,2.729282252461561,1.4726424524269532e-08,
zipf,5.0,11,2013,true,43,0.8195415788146883,5,1.905309008812607,32,0.7441860465116279,0.0,0,-2.9626513244073545,-1.444029190684869,0.14873076438567817,False,2.108287679113742,1.052651106395893,1.7053025658242404e-13,
zipf,5.0,11,2014,discovered,224,0.9559233717575306,1,1.7227214644962197,224,1.0,0.01,0,-3.230144275746051,-1.3179705239321156,0.1875135153940417,False,-6.826315281808787,3.160075865753273,1.986393272090936e-09,
zipf,5.0,11,2014,true,78,0.8845562655319594,8,2.0778288220692405,44,0.5641025641025641,0.8,0,-0.12677331136874415,-0.3353859254158537,0.7373339836682253,False,-7.646232030526812,3.201199113761316,2.4856944946805015e-08,
zipf,5.0,11,2015,discovered,335,0.9447544912692356,12,2.249384828280022,52,0.15522388059701492,0.6,0,-0.23691913213549753,-0.46684837966411113,0.6406083595175399,False,-2.9284721201728514,2.3150506201872623,1.1076167538703885e-08,
zipf,5.0,11,2015,true,91,0.8948225697758251,11,2.0018770209040317,61,0.6703296703296703,0.95,0,-0.016590694865552535,-0.06685784899338766,0.9466948695479352,False,-26.291447898867425,5.462646667163657,0.0001877077264680338,
zipf,5.0,11,2016,discovered,233,0.9342701703922044,1,1.6786322953173505,233,1.0,0.0,0,-4.265184940012379,-1.4517371482878665,0.1465747059092431,False,-4.541900682565296,2.837340524711078,3.0665887607028708e-09,
zipf,5.0,11,2016,true,78,0.9184356817790001,18,2.2612854682215238,27,0.34615384615384615,0.49,0,-0.04680303099008798,-0.19722082732439442,0.84365473284191,False,-7.114533238368896,2.994074274463352,1.5041280221339548e-07,
zipf,5.0,11,2017,discovered,274,0.9273185973236652,1,1.752277736409931,274,1.0,0.0,0,0.9488658083899892,0.5840329619591398,0.5591981357162019,False,-60.58421407437744,8.227578209246053,0.0003592717655465094,
zipf,5.0,11,2017,true,78,0.8798441858917602,16,2.2305428743208475,36,0.46153846153846156,0.83,0,-0.07792597593563055,-0.26027669896961286,0.7946503448948053,False,-7.122267785210633,3.0179984773964623,1.1393524346203776e-08,
zipf,5.0,12,2010,discovered,69,0.9094553492636852,1,2.172996996602643,69,1.0,0.62,0,-0.05287678505525023,-0.10272084654012378,0.9181845280173557,False,-149.31722031194138,10.087545059558273,0.000561737265726947,
zipf,5.0,12,2010,true,36,0.875203852817359,8,2.698025713065569,13,0.3611111111111111,0.66,0,-0.1043893101733353,-0.32708913257294947,0.7436004710984914,False,-0.38673699603682654,1.4048666980230318,1.1865353144457913e-10,
zipf,5.0,12,2011,discovered,100,0.9166344821098995,1,1.8413148211203199,100,1.0,0.0,0,-0.6304571097127694,-0.5025222464707624,0.6153002076786117,False,-8.638206225760007,3.1601362041095817,5.5309783419943415e-09,
zipf,5.0,12,2011,true,47,0.8615184276058595,11,2.592398738028389,16,0.3404255319148936,0.47,0,-0.4943420272177512,-0.6842569711700253,0.4938129128267569,False,1.9841024100233664,0.930016934132886,1.3983481039758772e-11,
