regime,undefined_policy,law,mean_repeats,dataset,threshold,observed_mean_r2,observed_undefined_groups,boundary_f1,cuts_per_sequence,elements_total,n_groups,shuffle_mean,shuffle_sd,shuffle_z,shuffle_p,shuffle_undefined_rate,shuffle_dropped_replicates,rotate_mean,rotate_sd,rotate_z,rotate_p,rotate_undefined_rate,rotate_dropped_replicates,bigram_mean,bigram_sd,bigram_z,bigram_p,bigram_undefined_rate,bigram_dropped_replicates
whale,skip,zipf,1.0,26,0.5,0.9445236028163093,0,0.7039097819558301,232.63636363636363,45853,8,0.6120583763681037,0.011280694252306765,29.472053670829748,0.004975124378109453,0.0,0,0.7997978948214669,0.007289836700819773,19.853079559185105,0.004975124378109453,0.0,0,0.8708685789644136,0.005264241463340938,13.991573974106942,0.004975124378109453,0.0,0
whale,skip,zipf,1.0,27,0.5,0.9431142920487665,0,0.7005841348293287,244.78181818181818,45927,8,0.6253952864313697,0.010998040786388047,28.88869133951825,0.004975124378109453,0.0,0,0.807238963634262,0.006546698719853903,20.75478561468562,0.004975124378109453,0.0,0,0.8717934024470501,0.0053410812185269085,13.353268127494799,0.004975124378109453,0.0,0
whale,skip,zipf,1.0,28,0.5,0.9455527180053301,0,0.7013325151235816,222.12727272727273,45658,8,0.6126554279972034,0.012097459043870483,27.517951397967202,0.004975124378109453,0.0,0,0.7981950421097977,0.00592046153833856,24.88955885302228,0.004975124378109453,0.0,0,0.8703758742768628,0.0057257399039376536,13.129629530808307,0.004975124378109453,0.0,0
whale,skip,zipf,1.0,29,0.5,0.9391752743445865,0,0.7169939997253616,242.01818181818183,45857,8,0.6207916898139927,0.012144770925630353,26.215692867345595,0.004975124378109453,0.0,0,0.8064273024634945,0.005807568067777988,22.857755661550463,0.004975124378109453,0.0,0,0.8705805974107983,0.005651680845705122,12.137040078247745,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,0,0.5,0.9338620174934249,0,0.353713929354191,169.83636363636364,46448,8,0.6114239610635175,0.011231847184190059,28.707482495289913,0.004975124378109453,0.0,0,0.8901802646075865,0.007391995397784644,5.9093317210302505,0.004975124378109453,0.0,0,0.8776715258950794,0.006732330113293947,8.346366065352232,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,1,0.5,0.9396595418079351,0,0.41671552454143307,162.01818181818183,45733,8,0.6373504921138518,0.011777398896398889,25.6685752391828,0.004975124378109453,0.0,0,0.9072585527503861,0.004292890716937874,7.547592332063983,0.004975124378109453,0.0,0,0.8930515354573926,0.005625338488149049,8.285369218000309,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,2,0.5,0.9320780277664328,0,0.353101169759221,144.4181818181818,45890,8,0.5910926170587272,0.011999426946410706,28.416807921790124,0.004975124378109453,0.0,0,0.8844016091709953,0.005096555090470176,9.354636170731386,0.004975124378109453,0.0,0,0.8843506611929939,0.006195189285789736,7.70394000436983,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,3,0.5,0.9307813389276565,0,0.377355722791376,153.63636363636363,45882,8,0.6282042336664102,0.012314548685512424,24.57070193869274,0.004975124378109453,0.0,0,0.8861613178511284,0.004233976658957104,10.5385609488737,0.004975124378109453,0.0,0,0.8702162552721887,0.006899509504678439,8.77817236347013,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,4,0.5,0.9306682883864406,0,0.4153668245481774,155.38181818181818,45101,8,0.6342035988306993,0.011197997999175363,26.474793938842758,0.004975124378109453,0.0,0,0.8965903667008215,0.004564387339787149,7.4660450896808035,0.004975124378109453,0.0,0,0.8885449541570825,0.005371908543857535,7.8414094144479956,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,5,0.5,0.9306033625825669,0,0.42228365694208453,155.38181818181818,45098,8,0.6093104014689522,0.01351582107774014,23.771619886472724,0.004975124378109453,0.0,0,0.8891689850379905,0.005246847670701288,7.897004095611258,0.004975124378109453,0.0,0,0.876310479730904,0.005899901308768361,9.202337464691736,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,6,0.5,0.9360422612394832,0,0.3433637035322409,144.45454545454547,45628,8,0.6246642121085747,0.011744538307338853,26.51258320953635,0.004975124378109453,0.0,0,0.8944935054344693,0.0036484640350835057,11.388012984500469,0.004975124378109453,0.0,0,0.8853991788500067,0.005460541933657176,9.274369285093734,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,7,0.5,0.9344769531537376,0,0.3900733506229769,161.8,45647,8,0.6358484913334489,0.011386602365088365,26.226301072556264,0.004975124378109453,0.0,0,0.8980985464919625,0.0043726910107756145,8.319455130062428,0.004975124378109453,0.0,0,0.8857275148325567,0.005780141733794993,8.433952066634541,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,8,0.5,0.9282780336136582,0,0.3740540566082044,171.5818181818182,46446,8,0.6192728028204904,0.011557228781691832,26.736965809889714,0.004975124378109453,0.0,0,0.9022700757585166,0.004268967736879952,6.0923294478093215,0.004975124378109453,0.0,0,0.8841285793421304,0.005816031921775626,7.590992426679988,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,9,0.5,0.9384293710586165,0,0.3548560110007152,149.83636363636364,44784,8,0.6036833137957648,0.011652955933193465,28.72627848092405,0.004975124378109453,0.0,0,0.8869515502409976,0.004634037201130714,11.108633483792097,0.004975124378109453,0.0,0,0.8867985973936373,0.0054015865578051075,9.558446044037645,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,10,0.5,0.9335588847979787,0,0.37108827145713075,155.4,45423,8,0.637029490272652,0.010826357422766799,27.389581088626688,0.004975124378109453,0.0,0,0.8803487286217834,0.008230803535060408,6.464758385926505,0.004975124378109453,0.0,0,0.8742638062057363,0.0068149953355949346,8.700677795411291,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,11,0.5,0.9345162769631853,0,0.3645012156230336,144.54545454545453,45356,8,0.6349763253185007,0.010783639361871468,27.777259753677477,0.004975124378109453,0.0,0,0.8851186156474127,0.004430244923822303,11.150097153805564,0.004975124378109453,0.0,0,0.87500637312246,0.0059739694688184545,9.961534646492812,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,12,0.5,0.945223773792663,0,0.32431833827533835,172.12727272727273,45690,8,0.6572825797350539,0.010172862234039178,28.30483569256799,0.004975124378109453,0.0,0,0.8994737301303632,0.004049510606060374,11.297672265342785,0.004975124378109453,0.0,0,0.8924952786141621,0.0052371555302435065,10.068155294224994,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,13,0.5,0.9336500032071005,0,0.37600037748455784,175.43636363636364,46132,8,0.6252690746487627,0.011348305322113382,27.17418326394732,0.004975124378109453,0.0,0,0.9026999812584557,0.004312854276249341,7.176227149404244,0.004975124378109453,0.0,0,0.8860667379561744,0.005759850605640085,8.261197817237166,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,14,0.5,0.9210921133094204,0,0.35299583604148993,150.1090909090909,46035,8,0.6179419164798603,0.01325432901331381,22.871787513728496,0.004975124378109453,0.0,0,0.8768489601179286,0.007247679369459668,6.104457845903618,0.004975124378109453,0.0,0,0.8764434210987421,0.006730785758003157,6.633503697185634,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,15,0.5,0.9382106776264724,0,0.3610253608475927,146.8,45264,8,0.6206089724996311,0.011654864076418194,27.250571353248038,0.004975124378109453,0.0,0,0.8897069423837811,0.004506235354989798,10.763693287564884,0.004975124378109453,0.0,0,0.8895530266425724,0.005133562415197315,9.478340195076743,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,16,0.5,0.9355784341314394,0,0.3755934984871482,149.8181818181818,45569,8,0.6214082567799187,0.012105408983630783,25.9528759231802,0.004975124378109453,0.0,0,0.8884822849671913,0.005214534419439264,9.03170741162976,0.004975124378109453,0.0,0,0.879319616459222,0.005574907530589943,10.091435124891486,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,17,0.5,0.9328648290046184,0,0.38420613791570374,136.87272727272727,45974,8,0.5885774185740068,0.013869185962134399,24.823909014601423,0.004975124378109453,0.0,0,0.8830704035702243,0.005392792735419166,9.233513668595274,0.004975124378109453,0.0,0,0.8789348416319703,0.006855550075803088,7.866617087809764,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,18,0.5,0.9327430327021631,0,0.36360078858233574,164.56363636363636,46619,8,0.619990421701449,0.011307562832217545,27.65871086823575,0.004975124378109453,0.0,0,0.8835511867865202,0.0057834257832448865,8.505658714970654,0.004975124378109453,0.0,0,0.868714360073525,0.00741843884747253,8.631017110891563,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,19,0.5,0.9333987711438003,0,0.3607553647232575,147.3090909090909,45979,8,0.5921374153762072,0.011724768930769017,29.10601972479214,0.004975124378109453,0.0,0,0.8891881235345805,0.004165480947892538,10.61357575806162,0.004975124378109453,0.0,0,0.8822912954152529,0.005537553288645004,9.229252174122744,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,20,0.5,0.9315211828984408,0,0.34440731717184847,154.45454545454547,45963,8,0.6349993546472963,0.011301258620360197,26.23794731295988,0.004975124378109453,0.0,0,0.891813774529783,0.004364311320455749,9.098207128933968,0.004975124378109453,0.0,0,0.8835052964396226,0.007656323444631833,6.271402561040455,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,21,0.5,0.9364743342874567,0,0.38534068487536566,162.43636363636364,46047,8,0.6248459503869241,0.012170540871029341,25.605138440669496,0.004975124378109453,0.0,0,0.8949850115528162,0.004838042028198886,8.5756433062832,0.004975124378109453,0.0,0,0.8953913343526908,0.00569257112717641,7.21694977839366,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,22,0.5,0.9355310266492466,0,0.35735560866382476,129.65454545454546,46120,8,0.5978800293754398,0.012213810146247051,27.64501766695277,0.004975124378109453,0.0,0,0.8760095011958239,0.005668664397007871,10.500096898458189,0.004975124378109453,0.0,0,0.8677288475833085,0.006937022109765717,9.773960352596884,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,23,0.5,0.9364905473709664,0,0.3875209664989721,164.34545454545454,46112,8,0.636641910268272,0.01049979696931586,28.557565253781448,0.004975124378109453,0.0,0,0.8958318851189638,0.005085904660637635,7.994381524034515,0.004975124378109453,0.0,0,0.8833417580754619,0.006643346694458492,8.000303422345581,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,24,0.5,0.9343163077150314,0,0.3853189235084098,156.85454545454544,45197,8,0.6059103455652637,0.012022620319972286,27.315672741008985,0.004975124378109453,0.0,0,0.8923655938924243,0.0053769869950441905,7.801899811413305,0.004975124378109453,0.0,0,0.8846491849852299,0.006205443090701212,8.003799568193138,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,25,0.5,0.9360752822209127,0,0.3602789291579279,152.8181818181818,45588,8,0.6337929767650049,0.011670151765275204,25.90217432778857,0.004975124378109453,0.0,0,0.8902523690727456,0.004991351008592693,9.180462978717026,0.004975124378109453,0.0,0,0.890692636927606,0.005594158704748404,8.11250586344382,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,26,0.5,0.9401556735160137,0,0.3868632494944964,151.38181818181818,45573,8,0.6187826287586679,0.012971792021307884,24.774760821746767,0.004975124378109453,0.0,0,0.8874722318744116,0.00544254682470294,9.679924369686542,0.004975124378109453,0.0,0,0.8737834237820082,0.0072168119369706435,9.196893353142597,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,27,0.5,0.9316430670824716,0,0.3854760639448256,169.61818181818182,46251,8,0.6296466490937573,0.010729701202412638,28.14583670986183,0.004975124378109453,0.0,0,0.901203541739842,0.005807697017223331,5.241238524041118,0.004975124378109453,0.0,0,0.8852553867664992,0.0053394366313450565,8.687748075078641,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,28,0.5,0.924864400027053,0,0.3855248155257614,156.5090909090909,45425,8,0.6567686462250315,0.010917575037986921,24.556346337826984,0.004975124378109453,0.0,0,0.8885234430369529,0.005600412260449999,6.488978900131909,0.004975124378109453,0.0,0,0.876450223901967,0.007092760633392981,6.825857889120094,0.004975124378109453,0.0,0
whale,skip,zipf,5.0,29,0.5,0.9388401225369902,0,0.3117078895425713,144.85454545454544,45940,8,0.6126421993704539,0.010885378761604043,29.966612123514988,0.004975124378109453,0.0,0,0.8812681652815653,0.006615637893270303,8.702404542725882,0.004975124378109453,0.0,0,0.8898020821183181,0.005458199306754846,8.984289078265173,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,0,0.5,0.834315716421601,0,0.7433288177842803,192.98181818181817,45792,8,0.3100761554813964,0.01999687291896045,26.216077036881906,0.004975124378109453,0.000625,0,0.6447918650830756,0.01189181570998048,15.93733505132131,0.004975124378109453,0.0,0,0.6958123508671116,0.010722174855904478,12.917469395513399,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,1,0.5,0.833446455253402,0,0.7181275112115992,204.87272727272727,45582,8,0.3675359899080516,0.021308135935568212,21.865378874725405,0.004975124378109453,0.000625,0,0.6659742276858013,0.01199924977194191,13.956891534936162,0.004975124378109453,0.0,0,0.7059541020007358,0.01120090200796213,11.382329134032116,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,2,0.5,0.8276818238651925,0,0.7111210410498209,208.3272727272727,45631,8,0.3273594027620434,0.020843886902337058,24.003316821252376,0.004975124378109453,0.000625,0,0.6508144343311066,0.02203412626752691,8.026975401096188,0.004975124378109453,0.0125,0,0.698864596779723,0.011265105521158121,11.43506617346149,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,3,0.5,0.8350752432659501,0,0.6983401442776024,202.8,45717,8,0.3502684852682185,0.018831957267332736,25.743832736850575,0.004975124378109453,0.000625,0,0.663199060255003,0.010357036266601798,16.595112596563364,0.004975124378109453,0.0,0,0.7001788701376642,0.01172389174104769,11.506108731453622,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,4,0.5,0.8329885025832325,0,0.730293998568836,202.8909090909091,45697,8,0.3409401870856773,0.01968548426002432,24.995489518983636,0.004975124378109453,0.00375,0,0.6643838492666932,0.011495409393232053,14.667129072915458,0.004975124378109453,0.0,0,0.7060244874764912,0.011197816398389484,11.338283339330502,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,5,0.5,0.8418212432921142,0,0.7082323938755293,197.34545454545454,45839,8,0.34345827941059326,0.022161074659850975,22.48821284756559,0.004975124378109453,0.000625,0,0.6755324630086658,0.009552874378503247,17.407198471870064,0.004975124378109453,0.0,0,0.7069433514032499,0.011166090102655457,12.079240866665435,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,6,0.5,0.827215052703954,0,0.6974294804581103,208.61818181818182,45872,8,0.3502742277775782,0.01951009509170479,24.445848299794253,0.004975124378109453,0.003125,0,0.6750476444207959,0.010886986375688624,13.976999973377225,0.004975124378109453,0.0,0,0.7041124573788881,0.009501389513853105,12.956272884674537,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,7,0.5,0.8347796019235805,0,0.7241849180105504,206.16363636363636,45878,8,0.33114270724532735,0.022903775221686438,21.989252418150897,0.004975124378109453,0.003125,0,0.6674635707853276,0.010554514677816845,15.852555635733074,0.004975124378109453,0.0,0,0.70150670996001,0.010804753357155195,12.334653791547556,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,8,0.5,0.8354224670665461,0,0.69699307262042,203.56363636363636,45537,8,0.34171499284822476,0.018159865980156613,27.186735560592698,0.004975124378109453,0.000625,0,0.6546197236081364,0.01090972260466507,16.57262517207333,0.004975124378109453,0.0,0,0.7058839206758225,0.010188133927045892,12.714648955177609,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,9,0.5,0.8315844685245032,0,0.7148102625131267,202.65454545454546,45714,8,0.35270724785452773,0.01964387717942203,24.377938036164466,0.004975124378109453,0.00125,0,0.6723374375076862,0.01128176396610715,14.115437221983143,0.004975124378109453,0.0,0,0.7099805381970876,0.010520840723052196,11.558385259171294,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,10,0.5,0.8326550626209341,0,0.6986285421844239,203.5090909090909,45676,8,0.32580320370928106,0.020750125723808226,24.42644761087412,0.004975124378109453,0.00625,0,0.644436573202603,0.01318935925986274,14.27048014311879,0.004975124378109453,0.0,0,0.6917475733084808,0.011330742011754814,12.435857172131547,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,11,0.5,0.8338425454333686,0,0.7080364482421956,204.78181818181818,46009,8,0.3416973080161215,0.018235507121622096,26.98829454727385,0.004975124378109453,0.00125,0,0.642765916078161,0.013841358129573015,13.804760166342286,0.004975124378109453,0.000625,0,0.7039021258140372,0.011391883655389491,11.406403326271388,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,12,0.5,0.8390481001371315,0,0.7102045454817569,204.23636363636365,45806,8,0.34418385783789324,0.018524303047405315,26.71432447595126,0.004975124378109453,0.00125,0,0.6927909059783737,0.009063787941531917,16.136431600366652,0.004975124378109453,0.0,0,0.7011994031845715,0.010599053958413625,13.005754805421518,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,13,0.5,0.8294198404603196,0,0.716499831535112,206.78181818181818,45655,8,0.34321612880487984,0.01981649147518989,24.53530748690622,0.004975124378109453,0.000625,0,0.6712383840347144,0.010798283829747254,14.648758906470384,0.004975124378109453,0.0,0,0.709095633851293,0.010634536665416118,11.31447569317477,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,14,0.5,0.8382355364475164,0,0.7061832743786621,200.34545454545454,45874,8,0.3373542303911382,0.01997973826799893,25.069462839692342,0.004975124378109453,0.000625,0,0.6615679239238503,0.010615845214056917,16.641879093125105,0.004975124378109453,0.0,0,0.70502763366588,0.010742420023835353,12.400176355613896,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,15,0.5,0.8318218938382858,0,0.7004564525466938,201.12727272727273,45791,8,0.34208400738515965,0.01969950598088333,24.86041461792872,0.004975124378109453,0.001875,0,0.6632565370687036,0.011399060561426625,14.78765340891265,0.004975124378109453,0.0,0,0.6994106501508687,0.010175650394312171,13.012558269634567,0.004975124378109453,0.0,0
whale,skip,uniform,1.0,16,0.5,0.8384527646863686,0,0.7169519505868002,208.03636363636363,45460,8,0.3624830923484734,0.020287207181682605,23.461567088822854,0.004975124378109453,0.001875,0,0.6711762602384077,0.012205188121086308,13.705360604722305,0.004975124378109453,0.0,0,0.7172704653115537,0.010552731502363225,11.483500679201102,0.004975124378109453,0.0,0
