regime,law,mean_repeats,dataset,group,year,source,zipf_exponent,lognormal_sigma,geometric_tail,n_types,loglog_r2,csn_xmin,csn_alpha,csn_tail,tail_fraction,gof_p,gof_failed,lr_R,lr_normalized_R,lr_p,lr_at_bound,lr_mu,lr_sigma,lr_gap,error
finch,zipf,1.0,29,6,,true,1.0,1.0,0.05,10,0.9701093386624849,5.0,2.068057497435345,10.0,1.0,0.23,0.0,-0.7193687746831032,-0.9215365574586223,0.3567703639943156,False,1.8396630133951013,0.997659820083112,6.394884621840902e-13,
finch,zipf,1.0,29,7,,discovered,1.0,1.0,0.05,43,0.9277791819661974,1.0,2.076400642536015,43.0,1.0,0.84,0.0,-0.20338178107122318,-0.34791463433286274,0.7279042944648291,False,-19.89163033916023,3.968498138157647,3.2333076660506777e-08,
finch,zipf,1.0,29,7,,true,1.0,1.0,0.05,10,0.9211925041546217,4.0,1.863218770331465,10.0,1.0,0.01,0.0,-1.6638293493243776,-1.360201766143016,0.17376608384255632,False,2.227034157839067,0.8443359502931636,2.0243362541805254e-11,
finch,zipf,1.0,29,8,,discovered,1.0,1.0,0.05,46,0.9051560834948469,1.0,2.180403527713258,46.0,1.0,0.76,0.0,0.06538254479715305,0.15561673328643832,0.8763351343799359,False,-177141.36720142275,344.8487292724738,4.184023055131547e-05,
finch,zipf,1.0,29,8,,true,1.0,1.0,0.05,10,0.8751568322075218,2.0,1.5312739477825115,10.0,1.0,0.02,0.0,-3.3909933546844537,-1.5084930227893263,0.13142839106698578,False,2.2999005951298885,0.9388982596504335,2.022062517426093e-10,
finch,zipf,1.0,29,9,,discovered,1.0,1.0,0.05,41,0.9494486974428624,1.0,1.9384144940958425,41.0,1.0,0.2,0.0,-1.1033815144573005,-0.9708687782365315,0.33161362747704526,False,-2.162042389339163,1.767199248670493,1.9880985746567603e-11,
finch,zipf,1.0,29,9,,true,1.0,1.0,0.05,10,0.946705831103329,3.0,1.6876514601857115,10.0,1.0,0.04,0.0,-2.356988159676591,-1.497011224765182,0.13439033737010012,False,2.2824804565954278,0.8880507891574952,1.7053025658242404e-13,
finch,zipf,1.0,29,10,,discovered,1.0,1.0,0.05,32,0.9493086798900711,3.0,2.280156593919801,14.0,0.4375,0.45,0.0,-0.23264852382679324,-0.4564371246639136,0.648075674621261,False,-0.9802362437273617,1.5395931752197796,6.0680349633912556e-12,
finch,zipf,1.0,29,10,,true,1.0,1.0,0.05,10,0.9520144235208904,4.0,1.8864271073707544,10.0,1.0,0.06,0.0,-1.0866120480413044,-0.8704687219146061,0.3840443051318053,False,1.9829956675727414,1.00051352394544,7.8017592386459e-12,
finch,zipf,1.0,29,11,,discovered,1.0,1.0,0.05,36,0.9595188294506397,1.0,1.8497690681915566,36.0,1.0,0.65,0.0,-1.0148108594522394,-0.8717948193261029,0.38332032135854555,False,-2.1324231563614005,1.892125027971451,1.4651391211373266e-10,
finch,zipf,1.0,29,11,,true,1.0,1.0,0.05,10,0.9414490847961031,5.0,2.0265043125655278,10.0,1.0,0.32,0.0,-1.0185533848398518,-0.8759626886387565,0.3810503178275546,False,2.1111516261324095,0.8850931693100215,1.0295764241163852e-11,
finch,zipf,1.0,29,12,,discovered,1.0,1.0,0.05,30,0.9554196719039059,1.0,1.8146819287555611,30.0,1.0,0.52,0.0,-0.728946891471973,-0.7652418607208298,0.44412753708541053,False,-3.1202706440700902,2.195351511407301,3.156230832246365e-11,
finch,zipf,1.0,29,12,,true,1.0,1.0,0.05,10,0.9145401638253108,2.0,1.5316442059290571,10.0,1.0,0.0,0.0,-3.6375518070371635,-1.7148237526406103,0.08637754529693395,False,2.3116344013964545,0.9036404762489235,1.3514522834157106e-11,
finch,zipf,1.0,29,13,,discovered,1.0,1.0,0.05,30,0.9497086845231987,1.0,1.8397067027114276,30.0,1.0,0.31,0.0,-0.5262447092299698,-0.5664800049110186,0.5710675216600039,False,-3.8667274405533423,2.3152040642056373,4.617106696969131e-10,
finch,zipf,1.0,29,13,,true,1.0,1.0,0.05,10,0.9186066244086585,2.0,1.5448368099534242,10.0,1.0,0.03,0.0,-2.8579033917175174,-1.4920013497218092,0.13569879150330777,False,2.20638217810596,1.0092637874441057,9.734435479913373e-13,
finch,zipf,1.0,29,14,,discovered,1.0,1.0,0.05,36,0.9495301452085061,1.0,1.8303829446261104,36.0,1.0,0.38,0.0,-0.6718343591030086,-0.6407934325635682,0.5216569004150509,False,-3.6314304653988745,2.282153697007197,1.7383570138918003e-09,
finch,zipf,1.0,29,14,,true,1.0,1.0,0.05,10,0.9685546067768891,5.0,2.061936379386871,10.0,1.0,0.53,0.0,-0.5950929256800235,-0.7026790566790141,0.48225578230090893,False,1.6929689112179052,1.0788323966097757,1.9326762412674725e-11,
finch,zipf,1.0,29,15,,discovered,1.0,1.0,0.05,33,0.9387068104368527,1.0,1.8674190274785016,33.0,1.0,0.34,0.0,-0.2678956242879831,-0.3745378274898168,0.7080042188344227,False,-14.180926692167844,3.84086074973572,7.217515474167158e-09,
finch,zipf,1.0,29,15,,true,1.0,1.0,0.05,10,0.9840761424532347,4.0,1.9252841632082922,10.0,1.0,0.64,0.0,-0.578717241661654,-0.7544006568129881,0.45060867731525445,False,1.39141477823764,1.2677478281098478,1.2811085525754606e-11,
finch,zipf,1.0,29,16,,discovered,1.0,1.0,0.05,36,0.9539515922467744,1.0,1.866938564680558,36.0,1.0,0.6,0.0,-1.142598734537891,-0.8886640530899294,0.3741836555984315,False,-1.743511940066145,1.7606036641453044,1.3299938927957555e-10,
finch,zipf,1.0,29,16,,true,1.0,1.0,0.05,10,0.9503536992230179,3.0,1.731866484428096,10.0,1.0,0.15,0.0,-1.272848032119311,-0.9520193479113928,0.3410871696278607,False,1.9054402008546054,1.1278889042046214,8.526512829121202e-14,
finch,zipf,1.0,29,17,,discovered,1.0,1.0,0.05,32,0.9268528026733598,3.0,2.4542400289461686,12.0,0.375,0.35,0.0,-0.47134776816655366,-0.6395874610667451,0.5224408364665268,False,0.8136250949405566,0.9020111857781336,2.170708057747106e-12,
finch,zipf,1.0,29,17,,true,1.0,1.0,0.05,10,0.9024193175283909,2.0,1.527883670203759,10.0,1.0,0.04,0.0,-3.6220549891498024,-1.6668001885545967,0.09555414275054716,False,2.3244348134043604,0.9113490859856538,4.902744876744691e-13,
finch,zipf,1.0,29,18,,discovered,1.0,1.0,0.05,25,0.9633147312432012,1.0,1.7371864132607449,25.0,1.0,0.78,0.0,-0.41546188595491906,-0.5672221712713232,0.5705632465476231,False,-6.5171398595893,3.062623057052407,9.980993809222127e-11,
finch,zipf,1.0,29,18,,true,1.0,1.0,0.05,10,0.92657683415673,3.0,1.7407316748937898,10.0,1.0,0.23,0.0,-0.8562572906749577,-0.7398762362937337,0.45937509493278506,False,1.579931146733113,1.322711207308632,1.8971491044794675e-12,
finch,zipf,1.0,29,19,,discovered,1.0,1.0,0.05,36,0.9239381857439889,1.0,1.8790123041329645,36.0,1.0,0.19,0.0,-1.248921879716041,-0.9734283617344869,0.3303404486832662,False,-1.1780764003336142,1.580944709250907,1.0834355634870008e-10,
finch,zipf,1.0,29,19,,true,1.0,1.0,0.05,10,0.9178363572160871,3.0,1.6863542507682816,10.0,1.0,0.0,0.0,-2.8903262342859084,-1.4932818378477044,0.13536342770755333,False,2.342740275727997,0.7988748003757754,8.185452315956354e-12,
finch,zipf,1.0,29,20,,discovered,1.0,1.0,0.05,33,0.9570369484673653,1.0,1.8035630135027345,33.0,1.0,0.32,0.0,-1.840922924057388,-1.1587087471358475,0.246574924158393,False,-0.448263587923716,1.446604219035054,1.0800249583553523e-11,
finch,zipf,1.0,29,20,,true,1.0,1.0,0.05,10,0.961914300562725,4.0,1.9483055596881247,10.0,1.0,0.93,0.0,-0.32221584276582327,-0.5787529755988989,0.562755865003659,False,0.5570037293794143,1.5631218321014635,9.924150390361319e-11,
finch,zipf,1.0,29,21,,discovered,1.0,1.0,0.05,30,0.9559091358709134,1.0,1.758383791751842,30.0,1.0,0.53,0.0,-0.9910512823363749,-0.8148193465022875,0.4151757251405942,False,-1.8983689055810244,1.9959213049684856,1.2562395568238571e-11,
finch,zipf,1.0,29,21,,true,1.0,1.0,0.05,10,0.9573647781857006,4.0,1.8719267440038192,10.0,1.0,0.28,0.0,-1.416837432005516,-1.0527664214222023,0.29244805809966856,False,2.146562229176126,0.9010252702809965,4.490630090003833e-12,
finch,zipf,1.0,29,22,,discovered,1.0,1.0,0.05,36,0.9190242305085211,1.0,1.8705618788850178,36.0,1.0,0.31,0.0,-1.2365983058721164,-1.035807722932357,0.30029185389713564,False,-1.3039157055858854,1.6306380602817223,1.4651391211373266e-11,
finch,zipf,1.0,29,22,,true,1.0,1.0,0.05,10,0.9624552063910943,4.0,1.8561341848005144,10.0,1.0,0.04,0.0,-1.6782674640998174,-1.2790826681045253,0.20086794625914106,False,2.240222194944475,0.8463252230257139,3.062439191126032e-12,
finch,zipf,1.0,29,23,,discovered,1.0,1.0,0.05,34,0.9315204639142336,1.0,1.885655239054496,34.0,1.0,0.08,0.0,-0.6307341204007094,-0.6005301088533108,0.5481530010712121,False,-3.440268042913021,2.1430147679134106,3.084110744566715e-10,
finch,zipf,1.0,29,23,,true,1.0,1.0,0.05,10,0.925516832309559,2.0,1.5455073463294067,10.0,1.0,0.02,0.0,-3.1840091393605405,-1.7184349140740793,0.08571731659214751,False,2.2330311715161013,0.9524040541226749,1.1368683772161603e-13,
finch,zipf,1.0,29,24,,discovered,1.0,1.0,0.05,28,0.9596643583106713,1.0,1.775511779253972,28.0,1.0,0.61,0.0,-0.5366759078780541,-0.6212288252375928,0.5344490761299558,False,-4.523919305779148,2.5830242599542084,9.61641433150362e-10,
finch,zipf,1.0,29,24,,true,1.0,1.0,0.05,10,0.9080682197644223,3.0,1.7334155827264923,10.0,1.0,0.12,0.0,-0.9933252485253097,-0.7639111984372216,0.44492016352384456,False,1.726848188087531,1.2500946667811388,4.334310688136611e-13,
finch,zipf,1.0,29,25,,discovered,1.0,1.0,0.05,44,0.8869881800028656,2.0,2.7417221622424703,17.0,0.38636363636363635,0.34,0.0,0.05211657805050951,0.27820010342650925,0.7808587554702546,False,-356196.66141483,421.41820850346045,8.904976311896462e-05,
finch,zipf,1.0,29,25,,true,1.0,1.0,0.05,10,0.9072619469510034,4.0,1.8690710403433477,10.0,1.0,0.22,0.0,-1.0863896786999852,-0.827168805954986,0.40814138962195623,False,2.005251856857497,1.0152897971011816,4.205702452964033e-11,
finch,zipf,1.0,29,26,,discovered,1.0,1.0,0.05,46,0.9395518200518187,1.0,2.0677685281015203,46.0,1.0,0.97,0.0,-0.37533557298486175,-0.4940899663910313,0.6212426436175964,False,-7.97764258977292,2.6454798602185505,2.2015456124790944e-10,
finch,zipf,1.0,29,26,,true,1.0,1.0,0.05,10,0.8324628493776507,2.0,1.515354446523407,10.0,1.0,0.0,0.0,-4.727977483466841,-1.7267062577764833,0.08422043123848444,False,2.410398577320368,0.7943551806744368,4.973799150320701e-13,
finch,zipf,1.0,29,27,,discovered,1.0,1.0,0.05,41,0.9637477366119023,1.0,1.8536823138308052,41.0,1.0,0.37,0.0,-1.2817312207057914,-0.9799590353407046,0.3271063399946569,False,-1.9204729680968773,1.8290177206214941,3.126388037344441e-13,
finch,zipf,1.0,29,27,,true,1.0,1.0,0.05,10,0.954952527143608,3.0,1.7517769242921557,10.0,1.0,0.25,0.0,-0.928690778652157,-0.866839970758055,0.3860296981350494,False,1.6221641405846194,1.271416730761762,3.637978807091713e-12,
finch,zipf,1.0,29,28,,discovered,1.0,1.0,0.05,46,0.9137392869084904,1.0,2.1503126320372186,46.0,1.0,0.08,0.0,-0.7547642439923585,-0.6802406982880845,0.4963520666386949,False,-3.6576463996546678,1.8454734084518007,1.7472245872340864e-11,
finch,zipf,1.0,29,28,,true,1.0,1.0,0.05,10,0.9510355311863766,4.0,1.8596317120860624,10.0,1.0,0.03,0.0,-1.6314403175927252,-1.1178051028118907,0.26365024167144013,False,2.225714215026203,0.8536590945496573,2.4016344468691386e-12,
finch,zipf,1.0,29,29,,discovered,1.0,1.0,0.05,38,0.895543566267566,2.0,2.6481210041722836,20.0,0.5263157894736842,0.44,0.0,0.1215812000553862,0.47915097131372225,0.6318312306248672,False,-562262.5594782451,545.0558610033451,0.00019214949861634523,
finch,zipf,1.0,29,29,,true,1.0,1.0,0.05,10,0.8716944094503758,1.0,1.3739164923892806,10.0,1.0,0.0,0.0,-5.224497136234852,-1.9850521835738557,0.04713866596126298,False,2.2135936801705816,1.0172606850021082,1.7763568394002505e-13,
finch,uniform,1.0,0,0,,discovered,1.0,1.0,0.05,50,0.8313029247325954,1.0,2.5075280981830095,50.0,1.0,0.61,0.0,0.1763900431678318,0.5716156926781489,0.5675823616792794,False,-193868.02553656005,318.9179926147559,0.00012477950622269418,
finch,uniform,1.0,0,0,,true,1.0,1.0,0.05,10,0.9058065812403625,9.0,2.899783104459493,10.0,1.0,0.01,0.0,-2.6021566447386784,-1.3391397663511386,0.18052517680294378,False,2.6648783816088475,0.3036800005967612,2.984279490192421e-13,
finch,uniform,1.0,0,1,,discovered,1.0,1.0,0.05,39,0.8703054957885981,1.0,2.281408989459417,39.0,1.0,0.49,0.0,0.12583182610999022,0.4148205663451604,0.6782732627634322,False,-251540.5129233451,394.1600347282371,5.2598713409679476e-05,
finch,uniform,1.0,0,1,,true,1.0,1.0,0.05,10,0.9267154599131187,12.0,5.1782438119147045,10.0,1.0,0.898989898989899,1.0,-0.12664502071392025,-0.38267539622456326,0.7019604593193056,False,1.8987547980789488,0.47966660846704,1.6058265828178264e-12,
finch,uniform,1.0,0,2,,discovered,1.0,1.0,0.05,44,0.9306247509589173,1.0,2.126264309414433,44.0,1.0,0.3,0.0,-0.8939643114570706,-0.8772763144466322,0.3803365739802831,False,-2.1939236674596376,1.5648415396293844,5.4711790653527714e-12,
finch,uniform,1.0,0,2,,true,1.0,1.0,0.05,10,0.9321827806901772,11.0,4.285468086615655,10.0,1.0,0.44,0.0,0.004288969844765234,0.24721132038655155,0.8047446847549924,False,-19374.569366219683,75.52458714114982,4.5178603613749146e-07,
finch,uniform,1.0,0,3,,discovered,1.0,1.0,0.05,45,0.8269805113666242,1.0,2.38030891096958,45.0,1.0,0.1,0.0,0.193708344590658,0.7204920933555385,0.47122206611939876,False,-205781.76464168215,343.3868778230237,8.305668961838819e-05,
finch,uniform,1.0,0,3,,true,1.0,1.0,0.05,10,0.7864559759229901,10.0,3.3146851780552713,10.0,1.0,0.08,0.0,-3.156795209023455,-1.4469604460026304,0.14790800199415238,False,2.700826007727687,0.22443672823680202,5.968558980384842e-13,
finch,uniform,1.0,0,4,,discovered,1.0,1.0,0.05,44,0.8089756953132496,1.0,2.3845163097333106,44.0,1.0,0.03,0.0,0.42893292960599916,1.6687021169258007,0.09517642941180939,False,-249976.89443877066,378.3763108448815,0.00023421796868206002,
finch,uniform,1.0,0,4,,true,1.0,1.0,0.05,10,0.969010812175935,12.0,5.064420888855465,10.0,1.0,0.8144329896907216,3.0,-0.6167148368348436,-0.7248994250458759,0.4685137336298687,False,2.5423848504648223,0.27153697575241537,3.197442310920451e-14,
finch,uniform,1.0,0,5,,discovered,1.0,1.0,0.05,53,0.864803055128479,1.0,2.297009592353663,53.0,1.0,0.58,0.0,0.4436189557652393,1.171582218024191,0.241364830709085,False,-189644.5314228995,340.57469476858813,0.00026222627366223605,
finch,uniform,1.0,0,5,,true,1.0,1.0,0.05,10,0.851629822741275,10.0,3.3827668934511492,10.0,1.0,0.35,0.0,-1.3712528424836101,-0.9062889919150103,0.36478291049069045,False,2.601336010330664,0.32980954245353444,3.552713678800501e-14,
finch,uniform,1.0,0,6,,discovered,1.0,1.0,0.05,53,0.7884854912788419,1.0,2.6240670027140793,53.0,1.0,0.24,0.0,0.37077634551167915,1.4616728685375868,0.14383087553448887,False,-405227.3708182957,444.61411556864675,0.00024078231945168227,
finch,uniform,1.0,0,6,,true,1.0,1.0,0.05,10,0.7869835207863509,7.0,2.2749673091931775,10.0,1.0,0.0,0.0,-4.85593930365356,-1.676417820552685,0.09365638072442078,False,2.6875855288173414,0.31845540267397454,1.0658141036401503e-14,
finch,uniform,1.0,0,7,,discovered,1.0,1.0,0.05,55,0.9004551576931173,1.0,2.0597889784906798,55.0,1.0,0.29,0.0,-2.011811528961171,-1.310580577074034,0.18999950480819439,False,-0.6856298934353847,1.2168900873095199,1.4703971373819513e-10,
finch,uniform,1.0,0,7,,true,1.0,1.0,0.05,10,0.9066640950390477,9.0,2.8796986393182142,10.0,1.0,0.0,0.0,-3.3110414562359627,-1.6084003865658978,0.10774751706807038,False,2.6883719187524373,0.26997496758555145,1.7053025658242404e-13,
finch,uniform,1.0,0,8,,discovered,1.0,1.0,0.05,48,0.7578252382807147,1.0,2.7253388541274792,48.0,1.0,0.17,0.0,0.31886758310479035,1.1611255963453095,0.2455908268330308,False,-613685.760746181,531.1844224601309,0.00024197182574425824,
finch,uniform,1.0,0,8,,true,1.0,1.0,0.05,10,0.9598770845855473,11.0,4.0024223987020076,10.0,1.0,0.27,0.0,-1.621000906561049,-1.2870651119312737,0.19807159437791344,False,2.657427673491484,0.2418202760770823,6.750155989720952e-14,
finch,uniform,1.0,0,9,,discovered,1.0,1.0,0.05,49,0.9363537612181585,2.0,2.421264032363729,24.0,0.4897959183673469,0.35,0.0,-0.3240090291723119,-0.522909742803501,0.6010370643016458,False,-1.3192502708859923,1.3810999674161684,2.354028083573212e-11,
finch,uniform,1.0,0,9,,true,1.0,1.0,0.05,10,0.5877560965566523,8.0,2.501177968484148,10.0,1.0,0.0,0.0,-6.476176699446939,-1.6310767876958192,0.10287411791105038,False,2.7175243739843626,0.22267279727537562,4.618527782440651e-14,
finch,uniform,1.0,0,10,,discovered,1.0,1.0,0.05,54,0.8970222601866968,1.0,2.1618854873047693,54.0,1.0,0.02,0.0,-1.486819382220618,-1.1005402349090745,0.27109680912733003,False,-1.0192620389483358,1.232995876934377,2.2026824808563106e-12,
finch,uniform,1.0,0,10,,true,1.0,1.0,0.05,10,0.7546005172663272,9.0,2.8440521638765395,10.0,1.0,0.03,0.0,-4.936582436794078,-1.680155106362613,0.09292714146123163,False,2.714423794514817,0.2175570282167725,2.8066438062523957e-13,
finch,uniform,1.0,0,11,,discovered,1.0,1.0,0.05,46,0.9164112601563559,1.0,2.112390256399458,46.0,1.0,0.35,0.0,-0.0868929172873979,-0.1616746870916198,0.8715620390374861,False,-26.687522234100268,4.478049304828213,1.941376979175402e-06,
finch,uniform,1.0,0,11,,true,1.0,1.0,0.05,10,0.7856072346609906,6.0,2.0778159589861342,10.0,1.0,0.01,0.0,-4.608232702574159,-1.6448623041732189,0.09999821015113024,False,2.6622265653962147,0.38909659837698796,9.2228447101661e-12,
finch,uniform,1.0,0,12,,discovered,1.0,1.0,0.05,49,0.922755166179989,1.0,2.1152264388965505,49.0,1.0,0.73,0.0,-0.36372178980509323,-0.5006929297366507,0.6165872489352997,False,-7.285996204463375,2.481625059479143,2.578175894996093e-09,
finch,uniform,1.0,0,12,,true,1.0,1.0,0.05,10,0.8598984918416455,11.0,4.003778306898955,10.0,1.0,0.06060606060606061,1.0,-1.5965038786320216,-0.9749296402463427,0.3295951622304715,False,2.6557567436334546,0.24331690971057862,9.592326932761353e-14,
finch,uniform,1.0,0,13,,discovered,1.0,1.0,0.05,53,0.9326155726367371,1.0,2.036245243228518,53.0,1.0,0.1,0.0,-1.8751591473595997,-1.3024199840867434,0.19277285474711725,False,-0.8926803925419635,1.3047916304697391,1.5063505998114124e-12,
finch,uniform,1.0,0,13,,true,1.0,1.0,0.05,10,0.913816552254171,11.0,3.9492414412092396,10.0,1.0,0.01,0.0,-2.925701928902359,-1.669756056059355,0.09496763797623191,False,2.7083739405709046,0.18322583015423982,2.1689317009077058e-11,
finch,uniform,1.0,0,14,,discovered,1.0,1.0,0.05,49,0.9336714857830974,1.0,2.0252769943631606,49.0,1.0,0.46,0.0,-1.3374657533965564,-1.031394830157858,0.30235570423798075,False,-1.4986495156064756,1.4921915587376047,2.0686741208919557e-10,
finch,uniform,1.0,0,14,,true,1.0,1.0,0.05,10,0.8298232581955971,10.0,3.312960095924716,10.0,1.0,0.06,0.0,-3.280637190495093,-1.5268395497161964,0.12680091434257118,False,2.7030318573803678,0.22003583305947222,4.298783551348606e-13,
finch,uniform,1.0,0,15,,discovered,1.0,1.0,0.05,38,0.9506529339020365,1.0,1.8663666211972998,38.0,1.0,0.92,0.0,-0.6369277104024826,-0.66903755389024,0.5034715225918032,False,-4.091917466988786,2.3131800251840575,1.6535892655156204e-09,
finch,uniform,1.0,0,15,,true,1.0,1.0,0.05,10,0.7813691061410339,10.0,3.3109013012878052,10.0,1.0,0.0,0.0,-3.2836023175180418,-1.3917699940050285,0.16399205905829406,False,2.7035621097065734,0.21996020843120878,3.943512183468556e-13,
finch,uniform,1.0,0,16,,discovered,1.0,1.0,0.05,46,0.8987685062882946,1.0,1.9551538743274197,46.0,1.0,0.17,0.0,-0.38822904752298193,-0.4490652097968935,0.6533846164105699,False,-5.6336824404829375,2.4541389097345685,3.0093900704741827e-09,
finch,uniform,1.0,0,16,,true,1.0,1.0,0.05,10,0.8847553881990309,10.0,3.36757114566558,10.0,1.0,0.37373737373737376,1.0,-1.7489407007182098,-1.2871917939420994,0.1980274467624621,False,2.6396138230938515,0.29646221390542676,7.87672149726859e-11,
finch,uniform,1.0,0,17,,discovered,1.0,1.0,0.05,37,0.9191641272375844,2.0,1.9621002911234056,25.0,0.6756756756756757,0.24,0.0,-1.5023132982397016,-1.1798031414932533,0.23807851979784278,False,0.6524274208057032,1.1687885869942067,1.0444978215673473e-12,
finch,uniform,1.0,0,17,,true,1.0,1.0,0.05,10,0.7827395967239174,10.0,3.291895428510029,10.0,1.0,0.01,0.0,-4.26688878326561,-1.6188679745936592,0.10547567277952781,False,2.716797901163185,0.19116079029648558,1.0977885267493548e-12,
finch,uniform,1.0,0,18,,discovered,1.0,1.0,0.05,42,0.9252973199233832,1.0,1.8860890886447765,42.0,1.0,0.49,0.0,-0.8358882276690267,-0.8289509685442299,0.4071321526399717,False,-3.030883044645043,2.052075295957888,2.0520474208751693e-11,
finch,uniform,1.0,0,18,,true,1.0,1.0,0.05,10,0.6250100862574813,9.0,2.8337462419396746,10.0,1.0,0.0,0.0,-5.584100093444407,-1.6696554670800003,0.09498754938127905,False,2.719707675668853,0.20188932965073966,8.313350008393172e-13,
finch,uniform,1.0,0,19,,discovered,1.0,1.0,0.05,38,0.887317290834995,1.0,1.7979986658487528,38.0,1.0,0.08,0.0,-0.6173322905017182,-0.5561267017552857,0.5781242425135564,False,-3.3197577164168637,2.278256966313854,2.5579538487363607e-13,
finch,uniform,1.0,0,19,,true,1.0,1.0,0.05,10,0.9194956808749138,12.0,4.976759388607993,10.0,1.0,0.29591836734693877,2.0,-1.724092455578823,-1.419661930285696,0.15570612632680605,False,2.6881013764211277,0.17641459417549715,9.023892744153272e-13,
finch,uniform,1.0,0,20,,discovered,1.0,1.0,0.05,51,0.8749043488223487,1.0,2.290464526851574,51.0,1.0,0.5,0.0,0.24649719349900784,0.6391353674444796,0.5227348737049411,False,-387467.0101244702,487.65557046015476,0.00014652445952378912,
finch,uniform,1.0,0,20,,true,1.0,1.0,0.05,10,0.9380221444896726,11.0,3.980504726920774,10.0,1.0,0.11,0.0,-2.0863173757338003,-1.3165054340180729,0.188004455757377,False,2.683647778281091,0.21564055946781904,5.3290705182007514e-14,
finch,uniform,1.0,0,21,,discovered,1.0,1.0,0.05,45,0.9126636360361711,1.0,1.9675382785093611,45.0,1.0,0.11,0.0,-0.39721642503756627,-0.517185292404934,0.6050268179452336,False,-6.446863611045559,2.5692979790844808,3.0398439321288606e-09,
finch,uniform,1.0,0,21,,true,1.0,1.0,0.05,10,0.6895142102890763,9.0,2.8680959007173716,10.0,1.0,0.03,0.0,-3.58588125970279,-1.4086212235657758,0.15894719975136173,False,2.696262535618264,0.2595195408577118,1.794120407794253e-12,
finch,uniform,1.0,0,22,,discovered,1.0,1.0,0.05,48,0.9039086115491235,2.0,2.3871802725089313,30.0,0.625,0.22,0.0,-2.1348710518334646,-1.3268330384932836,0.18456391884745582,False,0.8590238112079062,0.7127060278390126,6.608047442568932e-13,
finch,uniform,1.0,0,22,,true,1.0,1.0,0.05,10,0.8839985275311025,10.0,3.324733284876473,10.0,1.0,0.05,0.0,-2.9164596473768305,-1.5858370766799,0.11277627263620142,False,2.694339982681923,0.2334176631072314,1.9376500404177932e-11,
finch,uniform,1.0,0,23,,discovered,1.0,1.0,0.05,51,0.8561853665331981,1.0,2.23712791514661,51.0,1.0,0.18,0.0,-0.02361804573808457,-0.05220725377111983,0.9583635531442036,False,-20.652083929690956,3.746668360474734,4.3928203297127766e-07,
finch,uniform,1.0,0,23,,true,1.0,1.0,0.05,10,0.792463080980203,9.0,2.855509866434567,10.0,1.0,0.01,0.0,-4.2947852205437345,-1.6691121885948532,0.09509514818603634,False,2.707253141758319,0.23553056875885514,1.7763568394002505e-14,
finch,uniform,1.0,0,24,,discovered,1.0,1.0,0.05,37,0.9288239430754129,1.0,1.9544939489381101,37.0,1.0,0.36,0.0,-0.5057811600773059,-0.6600880586065354,0.5091973213459509,False,-4.913458298742377,2.3253243562456922,4.631317551684333e-11,
finch,uniform,1.0,0,24,,true,1.0,1.0,0.05,10,0.8252983221267501,9.0,2.92958080946948,10.0,1.0,0.04,0.0,-1.6673121489938012,-0.9174665726474278,0.3588982015760518,False,2.600769599033022,0.37233947755647945,9.592326932761353e-14,
finch,uniform,1.0,0,25,,discovered,1.0,1.0,0.05,47,0.8682068176924999,1.0,2.157339625950551,47.0,1.0,0.12,0.0,0.38119223399708163,1.03390053182517,0.3011826663722945,False,-343608.10550410254,485.85824525330594,0.00017681840108707547,
finch,uniform,1.0,0,25,,true,1.0,1.0,0.05,10,0.7724978108621487,9.0,2.8671574643000803,10.0,1.0,0.03,0.0,-3.7072367486771185,-1.596978946768077,0.11027040023811527,False,2.6980439894936765,0.25497975476286255,2.1529444893531036e-12,
finch,uniform,1.0,0,26,,discovered,1.0,1.0,0.05,41,0.9239013802466511,1.0,1.9069287612459347,41.0,1.0,0.79,0.0,-0.15997249454618157,-0.2305745299111888,0.817645356648897,False,-11.69383128607059,3.43933283745048,3.680972326947085e-08,
finch,uniform,1.0,0,26,,true,1.0,1.0,0.05,10,0.6230296670379548,8.0,2.5116366100984013,10.0,1.0,0.0,0.0,-5.620541982722861,-1.6631518263190486,0.09628204787839677,False,2.7111617277028506,0.24413074288574196,1.0658141036401503e-14,
finch,uniform,1.0,0,27,,discovered,1.0,1.0,0.05,45,0.8938121893941968,1.0,1.8747199985919485,45.0,1.0,0.36,0.0,-0.4171234323396029,-0.45143825046082,0.6516737203189722,False,-5.49052320706236,2.5691590970389453,2.4059261249931296e-09,
finch,uniform,1.0,0,27,,true,1.0,1.0,0.05,10,0.7588439389832589,8.0,2.5179351742478824,10.0,1.0,0.0,0.0,-5.343329256146831,-1.6459788597366916,0.0997681115020319,False,2.7074101963232717,0.2515314246832496,1.7763568394002505e-14,
finch,uniform,1.0,0,28,,discovered,1.0,1.0,0.05,50,0.9161650406314846,1.0,2.0605784394009894,50.0,1.0,0.56,0.0,-0.03505180115763046,-0.0699366769448747,0.9442440606051726,False,-53.49295890308896,6.420915576823289,1.74011329647783e-05,
finch,uniform,1.0,0,28,,true,1.0,1.0,0.05,10,0.5222065013966264,8.0,2.5242886617529563,10.0,1.0,0.0,0.0,-4.589799662799557,-1.3766668308751677,0.1686152782066208,False,2.700891750146928,0.2752543157146155,0.0,
