law,mean_repeats,rep,n_elements_total,true_word_types,true_r2,threshold,pipeline_r2,n_unit_types,n_units,boundary_f1,shuffle_mean,shuffle_sd,shuffle_z,shuffle_p,rotate_mean,rotate_sd,rotate_z,rotate_p,bigram_mean,bigram_sd,bigram_z,bigram_p
zipf,1.0,8,6097,99,0.963510535942072,0.25,0.8918119510477239,396,1018,0.6888686326647361,,,,,,,,,,,,
zipf,1.0,8,6097,99,0.963510535942072,0.5,0.9594996762007052,353,1763,0.6872929466699988,0.637719494115684,0.01930740579457275,16.666153159502795,0.004975124378109453,0.8444662896297014,0.009780826657844636,11.761110854443185,0.004975124378109453,0.8896961103166151,0.009314335975056745,7.4942074315356475,0.004975124378109453
zipf,1.0,8,6097,99,0.963510535942072,0.75,0.9663767698967657,330,2538,0.5840670021001115,,,,,,,,,,,,
zipf,1.0,9,5147,100,0.9596868764774328,0.25,0.866225360681064,456,860,0.6320753675598823,,,,,,,,,,,,
zipf,1.0,9,5147,100,0.9596868764774328,0.5,0.9353530397814832,381,1449,0.6842568786262746,0.6986802132933326,0.018973711893831825,12.473723002249796,0.004975124378109453,0.8278280153065267,0.010259385257608286,10.480649841589358,0.004975124378109453,0.8581397291094287,0.01453101712767966,5.313689330458044,0.004975124378109453
zipf,1.0,9,5147,100,0.9596868764774328,0.75,0.9530669597082464,305,1924,0.6761428745347295,,,,,,,,,,,,
zipf,1.0,10,4991,99,0.9323067304286756,0.25,0.8595671670140529,388,933,0.7053199668503122,,,,,,,,,,,,
zipf,1.0,10,4991,99,0.9323067304286756,0.5,0.9455106714133611,326,1490,0.7542509458378923,0.5770320154897248,0.029995098628799472,12.284628915000313,0.004975124378109453,0.8175529792188633,0.011778132120136982,10.864005505230285,0.004975124378109453,0.8848052610521276,0.009986486958582619,6.0787552833143,0.004975124378109453
zipf,1.0,10,4991,99,0.9323067304286756,0.75,0.9426133595503322,302,2051,0.6842021343222514,,,,,,,,,,,,
zipf,1.0,11,4968,97,0.9465822265807186,0.25,0.8410643607210101,404,846,0.6852943886505881,,,,,,,,,,,,
