kind,config,sweep,policy,law,level,statistic,auc,lo,hi,r2_zipf,r2_law,cuts_zipf,cuts_law,share_zipf,share_law
finch,primary,tail0.2,skip,geometric,repeats=1,shuffle_z,0.5388888888888889,0.38555555555555554,0.6856111111111108,0.9228711718503102,0.9080071570919094,11.396777777777777,11.235000000000001,0.7666666666666667,0.9
finch,primary,tail0.2,skip,geometric,repeats=1,rotate_z,0.45111111111111113,0.31444444444444447,0.6022222222222222,0.9228711718503102,0.9080071570919094,11.396777777777777,11.235000000000001,0.7666666666666667,0.9
finch,primary,tail0.2,skip,geometric,repeats=1,bigram_z,0.37,0.23108333333333334,0.5055555555555555,0.9228711718503102,0.9080071570919094,11.396777777777777,11.235000000000001,0.7666666666666667,0.9
finch,primary,tail0.2,skip,geometric,repeats=1,observed_mean_slope,0.2877777777777778,0.15997222222222224,0.43222222222222223,0.9228711718503102,0.9080071570919094,11.396777777777777,11.235000000000001,0.7666666666666667,0.9
finch,primary,tail0.2,skip,geometric,repeats=1,observed_mean_unit_types,0.1988888888888889,0.09111111111111111,0.32002777777777763,0.9228711718503102,0.9080071570919094,11.396777777777777,11.235000000000001,0.7666666666666667,0.9
finch,primary,thr0.3,skip,uniform,repeats=1,observed_mean_r2,0.8622222222222222,0.7499722222222223,0.9522222222222222,0.8158767192714296,0.7655427279108277,6.5601111111111114,5.879888888888888,0.36666666666666664,0.16666666666666666
finch,primary,thr0.3,skip,uniform,repeats=1,shuffle_z,0.8033333333333333,0.6833055555555556,0.9033333333333333,0.8158767192714296,0.7655427279108277,6.5601111111111114,5.879888888888888,0.36666666666666664,0.16666666666666666
finch,primary,thr0.3,skip,uniform,repeats=1,rotate_z,0.5966666666666667,0.4399722222222222,0.7322499999999998,0.8158767192714296,0.7655427279108277,6.5601111111111114,5.879888888888888,0.36666666666666664,0.16666666666666666
finch,primary,thr0.3,skip,uniform,repeats=1,bigram_z,0.16555555555555557,0.06888888888888889,0.2866666666666667,0.8158767192714296,0.7655427279108277,6.5601111111111114,5.879888888888888,0.36666666666666664,0.16666666666666666
finch,primary,thr0.3,skip,uniform,repeats=1,observed_mean_slope,0.2611111111111111,0.14666666666666667,0.3933333333333333,0.8158767192714296,0.7655427279108277,6.5601111111111114,5.879888888888888,0.36666666666666664,0.16666666666666666
